Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Wesley Booth,12241,21952,52269,25216,751
Sherlyn Byrd,12574,54127,53026,53158,1009
Macie Potts,11329,1342,13004,1302,826
Skylar Nunez,22704,25165,13870,24895,779
Chana Graham,14954,12086,59433,12086,1370
Derek Montes,13807,42890,30723,40096,2283
Izabelle Erickson,10767,6998,49923,6591,654
Izaiah Washington,11770,29932,12912,29960,780
Journey Rivers,12837,17960,26123,19044,745
Reginald Bernard,11243,47748,52739,49968,1147
Ryann Oconnell,12889,3900,48047,4692,728
Conner Preston,11639,26943,12751,26759,1026
Charlie Wilcox,12080,15097,3258,15126,808
Jordyn Davis,12407,44903,54426,44003,1118
Kelsey Pierce,12367,9442,60162,10744,963
Briana Adkins,12057,34406,50450,33436,1044
Karson Church,12820,21390,49590,20862,785
Kobe Waters,12373,55389,7612,53123,1021
Jazmyn Maynard,12958,2592,27121,2552,866
Brittany Blevins,14989,40676,85958,37572,1732
Rey Webster,12654,13061,1801,14122,929
Hayden Harper,12671,40142,56227,41811,934
Laylah Russell,12195,7566,12201,7583,774
Harold Silva,12711,34698,16681,36787,848
Yahir Gilbert,14375,19107,82792,25566,1084
Adan Hudson,40894,72868,49670,76097,1566
Orlando Miles,13027,5093,51821,5879,602
Annie Bowers,14547,32782,67527,35387,1061
Leanna Hayes,14266,16084,57225,15975,871
Johan Proctor,13939,46056,28308,48477,1325
Yurem Navarro,15424,15493,57879,10354,757
Quinn Ray,14885,41089,32628,37131,894
Odin Stout,13876,21327,13715,21734,728
Dayami Abbott,15665,61636,58940,54942,1399
Selina Li,21602,602,71503,1646,883
Cali Maxwell,18339,26014,64068,26283,1548
Lexi Sampson,15057,11312,13692,12969,3424
Hana Vincent,14409,38909,7313,36402,854
Deshawn Mayo,22996,6935,74474,6952,1634
Issac Guerrero,17438,33958,59864,31434,1273
Joanna Chaney,19061,17811,66363,21098,1152
Wade Rice,29329,61636,17994,51730,1078
Xander Page,15482,3040,32760,3097,1227
Hallie Rojas,16899,26845,29301,27012,877
Jabari Kennedy,17358,14799,73361,16182,917
Jaeden Strong,25153,51431,39265,48867,1175
Phoenix Cooper,16726,8179,35031,8782,1078
Anton Acosta,16526,36207,62296,35467,963
Hugo Simmons,18643,19210,13818,21838,739
Noah Marshall,18052,55653,65818,51965,917
Jeramiah Woodward,21138,1847,1112,1772,1003
Skyler Bautista,31842,24620,62732,30534,866
Danika Grimes,18591,15321,80285,18820,2076
Vincent Boyle,18534,56462,86354,44697,1227
Regan Stevens,16245,7279,7239,7227,923
Amy French,21029,32364,75960,34125,1164
Felix Mckee,16790,18379,27482,17576,831
Aryan Delacruz,18780,50858,65778,54305,980
Mohammed Velazquez,16916,4933,6952,4537,522
Jazlynn Roberson,19222,29272,15665,29043,1193
Angela Mckenzie,21918,17231,62003,18172,906
Jefferson Powell,19377,45724,30924,54236,1348
Roderick Briggs,19101,11747,62181,9717,837
Kayleigh Compton,28130,42144,64275,38743,1256
Nathaniel Tate,17105,20564,6809,21081,653
Jasmine Moses,19061,53622,31779,54311,952
Cheyenne Greene,19991,1078,60403,1227,1158
Henry Dean,17966,23209,60213,23059,917
Camryn Short,19073,11484,6946,11495,814
Ashanti Dickerson,19784,41112,61648,39873,848
Stanley Cunningham,19354,6619,59646,6315,877
Serenity Casey,19652,30069,53250,29358,705
Judith Key,18792,17518,27201,17191,1445
Paityn Bolton,18820,45569,53118,45299,768
Delaney Sherman,19595,4290,9384,3843,1026
Jakobe Fox,21889,28251,64246,28635,762
Nathen Park,19847,14065,28991,14421,814
Xiomara Dunn,20191,41112,27694,45012,705
Savannah Holmes,20340,10463,30769,9005,831
Rayna Bryan,20903,35536,57552,37704,791
Anabel Hansen,20295,20495,55343,20369,894
Bronson Herrera,20811,49119,55418,51328,1376
Jean Armstrong,21660,2340,58636,2747,1089
Cortez Gardner,21017,31807,67258,25337,1193
Ansley Ryan,24448,16130,7876,14249,889
Sabrina Rodriguez,19778,43567,14300,38691,785
Kailyn Conway,21069,7686,55963,8701,946
Owen Terrell,22044,33259,13944,31824,1216
Jaquan Bender,22417,20908,67550,20019,1084
Beckham Garrett,21402,47525,57489,47301,1003
Adyson Zavala,22377,4818,338,4881,699
Lane Dawson,21471,28767,54374,27792,831
Kenya Perez,22360,17518,32266,16836,1009
Aidyn Warren,26146,56009,25916,54013,1216
Kennedi Santiago,23553,12126,36373,10944,1170
Markus Booker,25555,47806,79620,49125,2231
Shirley Werner,25819,23713,4709,24465,957
Cullen Gentry,25021,66850,79786,58332,1921
Misael Bennett,26616,957,79499,917,877
Tia Koch,23449,25148,70751,23874,1003
Kaylen Berg,23914,11535,60965,12160,1193
Lilah Beasley,23851,37991,65629,38226,1187
Johnathan Stephens,27643,6700,15470,6373,1067
Keaton Craig,29404,30895,66759,31457,1359
Kyla Montgomery,24276,18029,34658,17392,975
Aileen Knapp,28710,52211,32599,52647,2374
Jaylin Serrano,24362,3573,16348,3590,900
Camila Alvarado,24947,27390,79895,29587,1130
Cristina Peterson,24155,14226,59393,14512,1084
Lexie Wiley,26140,43222,4176,42247,1181
Leonardo Kerr,25733,9321,57581,8426,722
Kiersten Adams,26220,36534,67183,36018,1296
Arianna Andersen,26312,22710,69713,22899,826
Martha Clay,26111,51076,61344,49705,1107
Violet Young,30081,2001,1044,1921,544
Jason Brady,25882,26805,63139,29364,923
Tristin Curtis,26008,12941,56605,12969,837
Kieran Castillo,25285,40739,57644,39104,969
Lorena Mueller,25543,7112,56737,7307,1221
Hadassah Rosario,25595,31383,30545,30586,1049
Mark Riddle,26650,20885,34980,20398,1101
Reilly Day,26295,53709,63632,47915,1376
Jordan Sanders,32926,5145,18029,6992,1118
Shyla Mcdaniel,26713,30333,34917,28945,935
Lucas Ball,27729,20346,67774,15843,1170
Isaac Fuller,25658,43022,56755,42747,923
Vanessa Manning,28475,10738,68474,12252,935
Victoria Wolf,25348,34050,3791,33626,613
Jovanni Rose,26708,22210,32840,22136,935
Ruth Pena,27666,52934,64131,50450,1072
Seth Gibson,27230,1382,57248,1376,751
Demarcus Brock,26800,26100,63541,24488,1319
Dereon Mata,28607,12258,65784,12390,929
Rowan Dunlap,30884,39115,58424,38932,900
Aaden Spencer,28801,189,31951,160,877
Annalise Hanson,28876,30052,31348,30115,848
Brent Huang,28016,17363,30528,17690,1158
Reina Rogers,30413,48225,15327,46865,1382
Zoe Barber,27224,3895,56462,3894,539
Elisa Bryant,28142,27781,57254,26874,889
Jase Dennis,31681,19044,68015,15855,1256
Donna Branch,33608,50433,60351,44771,917
Stella Barry,28343,10290,64797,9143,728
Bruno Haas,33872,35536,62474,36322,1279
Sammy Hays,30040,20186,57282,20191,780
Erik Bridges,28360,48523,57087,48443,797
Rodolfo Gutierrez,29094,2747,57546,2787,653
Braedon Lloyd,29387,25348,62646,25297,935
Donavan Nixon,31853,13210,30041,14168,848
Leah Klein,34004,43727,70166,45477,1382
Alison Patton,31383,7738,66019,9510,992
Malcolm Richard,32989,32312,15316,32410,883
Nathan Gill,33023,19945,61911,18597,734
Bailey Delgado,31957,52756,62319,49487,2615
Elisha Bailey,31383,5174,66747,5122,975
Ava Frederick,32513,30442,32295,29857,889
Cade Robles,37538,16285,17163,15992,866
Yandel Cobb,35525,44129,70642,69891,1175
Darion Gonzales,31899,11845,34176,10984,866
Clay Mendez,38077,45007,38788,51684,1388
Abdullah Hickman,34836,11489,72030,12080,843
Roger Michael,33247,53330,38238,51552,791
Makaila Sweeney,45500,556,8317,453,986
Makai English,41335,25922,39798,26123,11174
Mareli Shah,32955,11145,32817,11845,1009
Lorelai Cortez,36609,42569,74405,38157,1537
Damari Alexander,37234,7256,65692,5581,1044
Iyana Singleton,32329,28893,9120,31618,843
Jacqueline Singh,33425,17054,16130,16990,774
Mario Cuevas,36471,49630,77004,53055,1543
Erick Case,37538,2851,64332,2856,871
Alicia Mercer,37044,27855,68881,40010,1175
Dennis Wilkins,52263,18316,5168,17191,1204
Devan Stephenson,37974,47972,36121,43601,1365
Samir Davila,32840,8294,66512,8426,940
Juan Conrad,37974,38140,73080,37991,1336
Piper Lawrence,33247,19153,67252,18947,1078
Olive Fischer,42219,54173,64131,49177,1107
Wyatt Vaughn,35461,1921,17570,1560,728
Elizabeth Christian,36540,27270,70814,26209,1445
Elianna Pruitt,36637,11891,17828,17817,912
Liana Esparza,37744,44502,77055,43613,1451
Ayanna Houston,34991,7107,61791,7348,728
Jessie Harrison,43509,33276,36597,35502,1239
Paulina Haynes,34228,21826,31888,18327,774
Yuliana Chambers,39454,51116,63076,53083,929
Lisa Morse,38330,4514,32846,4244,780
Madison Bray,36637,28067,65784,28664,1256
Jordon Farley,37360,16119,66942,15642,1141
Koen May,36029,42615,62915,42907,1009
Brielle Roman,37188,9854,7973,9516,997
Pierre Andrews,37165,34825,65365,39729,1130
Amir Robbins,37607,23633,16491,21161,716
Desirae Hodges,37136,50645,63059,52188,1221
Konnor Cantrell,41548,980,33844,1026,871
Nora Tanner,40555,25021,4612,24396,734
Myah Burgess,38135,11398,32857,11300,688
Jenny Ayers,39689,38439,35473,40113,1221
Paula Meadows,39087,6086,17530,6390,866
Nataly Bush,37802,29461,32949,29564,757
Isabell Haley,37526,17782,41381,17249,980
Jadon Irwin,38943,48953,36276,47221,877
Chance Friedman,38066,3717,33270,3728,1216
Allan Hurst,40211,26926,16767,27115,929
Elle Petty,36178,15189,4066,13824,843
Ann Fisher,39735,41840,34647,41685,757
Heath Willis,36941,9545,1153,8541,785
Eva Joyce,39282,32708,16618,35553,871
Phoenix Weaver,37263,19216,2191,19210,917
Kash Myers,37928,49905,17203,48930,963
Lee Haney,38817,2219,32995,2110,820
Meghan Charles,40951,25038,35312,24683,545
Aiden Coffey,38582,12935,33121,13004,883
Irene Buchanan,38398,38404,32513,40073,871
Benjamin George,41926,7525,35914,7715,866
Dakota Flores,39500,33024,32914,30970,1015
Rudy Hahn,37830,18379,33907,18551,676
Danielle Rollins,39442,50135,18797,51821,1279
Selah Matthews,38794,4881,33178,4847,780
Zane Mays,36672,29289,16445,26903,596
Natalia Levy,37601,16354,33328,15620,734
Yazmin Anthony,37687,41875,32846,41886,871
Kingston Chase,40383,10319,36454,10313,969
Marianna Soto,39913,36626,8730,38123,1175
Cash Wilkinson,40182,23002,2799,23478,998
Braylen Cowan,40613,51345,37974,51902,1233
William Graves,37481,722,16245,717,561
Cassidy Gay,40022,23019,34429,23438,992
Timothy Russo,42236,11048,9424,10962,854
Jaelyn Lambert,43332,41117,41714,40555,1055
Kadyn Tran,42064,5919,2237,5965,826
Gilbert Whitehead,46280,31073,13291,32725,1239
Olivia Garrison,45982,16228,37148,19446,952
Ryder Scott,42781,45494,8747,44536,826
Ronin Travis,41129,3372,10939,3579,642
Kassidy Gilmore,44972,29134,36918,28400,1864
Noe Hutchinson,38857,13497,8323,13531,585
Jayvon Evans,41668,42121,19434,46756,1244
Kaden Calhoun,39345,8483,33867,8363,780
Katherine Strickland,42528,34515,18677,36379,1158
Delilah Williams,38852,19503,1256,19314,980
Jaron Wall,41972,51718,10021,54007,1043
Adriana Ayala,41318,1525,37257,1961,803
Melissa Morris,43567,24746,18585,24505,1588
Saniyah Hill,41152,15373,8793,12763,734
Terrance Benson,41003,40561,34630,39081,826
Nathalia Ochoa,40148,7812,17214,7904,734
Anya Small,44972,35593,19113,31784,963
Miranda Mitchell,40934,18275,35163,18591,567
Antony Pugh,45850,47628,18235,48317,963
Mitchell Savage,41559,4634,5822,4548,533
Miley Green,46452,28813,38897,28538,889
Holden House,40865,14788,33970,15269,814
Anne Mcgee,44226,46521,18769,45093,1015
Phoebe Chang,41978,9900,35163,9539,895
Mackenzie Riley,44525,36173,18270,35731,1244
Eduardo Mccall,46618,21545,39678,21390,1026
Hugh Mack,43831,59187,41198,53800,1015
Kristopher Bonilla,43211,1353,37498,1307,814
Tess Chavez,40509,23650,34647,23186,739
Leonard Rasmussen,41381,11644,17392,11633,740
Halle Cantu,43148,38714,37337,37590,1015
Yamilet Gross,39781,6269,17300,6556,757
Armando Burke,45408,31297,37727,32593,820
Krish Phillips,43131,17627,37177,17667,906
Carsen Stewart,45420,47582,4772,46412,854
Rebekah Sims,47416,3940,9654,4072,889
Urijah Daugherty,45316,39878,40515,26840,797
Eddie Mcpherson,62680,15034,36683,15797,1158
Cody Snow,43423,47295,5002,43263,1061
Colton Cooley,44605,9361,38404,9201,1038
Adeline Arellano,48259,37119,40228,38691,1175
Avery Harrell,44496,22216,18981,21516,912
Kathryn Alvarez,45827,55791,38175,51718,1462
Gage Peck,42110,2432,17627,2472,837
Kolten Richmond,42672,25067,8994,25061,2414
Micah White,44278,13136,1256,15487,642
Evie Mosley,46475,38961,17971,39592,803
Wendy Acevedo,44066,8007,35983,7893,780
Logan Potter,46492,34039,9539,33115,1078
Alonso Gallagher,46441,18688,18189,18975,1038
Jadiel Fields,45523,50881,39964,50043,946
Carlos Dalton,45443,5489,37337,5908,1141
Barrett Obrien,42196,27677,8885,32048,917
Kyleigh Decker,45110,16119,35949,16170,923
Trevor Mathews,43676,44112,35794,42569,745
Yesenia Peters,42683,10273,17794,11552,1342
Cindy Thompson,44674,37561,2483,35840,998
Evelyn Fritz,42666,21436,35559,21390,803
Clark Ramos,44444,51953,9608,52515,1084
King Mcclure,46355,516,18419,527,837
Angelo Galvan,44984,23530,37939,24304,877
Jaliyah Fitzpatrick,44806,11862,37113,10990,877
Kellen Brooks,45219,37314,38192,36844,1135
Korbin Padilla,44852,5908,19073,5782,940
Marquise Zamora,35467,31130,361,30689,1250
Javion Cherry,51259,18396,46383,17633,1152
Willow Hull,46487,49785,18694,44244,917
Karen Dixon,46131,3263,39408,3154,906
Darien Coleman,51156,29071,40722,28738,1313
Abagail Freeman,47060,11208,38192,12252,705
Heaven Wise,47840,40286,1353,41175,688
Logan Ellis,44009,8420,18654,8145,860
Mauricio Rios,49337,33127,9763,33052,900
Mariam Chapman,58212,21447,52395,22262,1778
Zaniyah Davidson,44989,50863,37779,50577,986
Dwayne Lamb,49183,1806,42660,1755,1818
Alvaro Schroeder,55452,27304,23019,24046,1135
Sariah Rubio,45838,12470,18660,13273,843
Miracle Velasquez,46836,38777,2466,39161,757
April Chen,46762,7095,38393,6975,952
Sanaa Galloway,47519,32805,37928,31050,1072
Athena Hernandez,46303,18568,37888,18924,848
Jaslene Bartlett,50571,48041,39161,48081,1244
Cannon Salinas,45138,4422,18379,4353,877
Milo Beck,47364,29685,37710,28704,860
Camren Blackburn,45959,15402,36798,15034,1009
Claudia Estes,48609,43899,38450,42953,1049
Kaleigh Howe,55418,9900,39545,9682,963
Bridget Martin,44955,33276,19423,33729,1112
Ainsley Harvey,48890,22681,39609,22411,1061
Edward Solomon,47112,50703,9573,49538,952
Luciano Gomez,47221,1204,19968,1319,986
Matteo Carey,48179,23754,41140,28670,1112
Braelyn Mclean,45248,11271,18929,11300,814
Ariel Trevino,48236,39224,2696,39058,803
Nelson Winters,45907,6172,2455,6763,705
Deangelo Kemp,48856,30494,38157,30109,1187
Alexander Carson,47789,17662,38788,17587,762
Aldo Romero,51345,46475,9872,47370,1015
Raphael Mayer,45965,4021,19383,3768,785
Rory Hines,48982,27981,38530,28303,1216
Samuel Santos,47083,14398,9304,14438,975
Brisa Deleon,47014,42316,41330,42586,1336
Lindsay Humphrey,47462,9040,39563,8862,860
Jalen Murray,51208,37578,21017,35920,1170
Jimena Jacobson,50846,20593,38697,20381,1038
Jorden Clements,52424,51626,40050,53215,1227
Maddison Moreno,52716,2466,20673,2466,1084
Ryker Bradshaw,49756,26100,38909,24970,883
Ruby Castro,47198,13055,37503,14484,780
Kaylynn Pace,53290,41892,5707,44651,1399
Bentley Odom,47737,7457,42379,7514,699
Braxton Mcdonald,49343,33018,38249,35473,1210
Luna Allen,49011,19325,38656,18700,1175
Sebastian Cervantes,97488,61522,50324,57581,1502
Nigel Calderon,54655,5059,55567,5334,935
Fernanda Mathis,73011,32989,48873,31125,1525
Nolan Thomas,48328,15539,2523,18792,722
Ezra Neal,49131,43957,20960,45385,825
Miah Buckley,56307,10629,41846,10291,722
Amara Parks,52022,40486,20713,37349,975
Itzel Flowers,49710,21178,40091,20931,843
Caitlin Stark,48959,52005,10468,53341,1095
Jerry Meyers,53445,986,22497,1950,1158
Kasen Hess,50898,23283,39161,23289,929
Anabelle Good,55418,11530,40767,12969,1078
Jamie Olsen,56479,44318,22337,43636,998
Eric Hebert,50141,5730,47307,5822,768
Immanuel Parrish,53146,31033,12160,32674,1089
Mara Ramirez,51466,17553,10193,18597,1216
Jazmine Randall,54001,49355,5380,47330,1279
Gregory Villarreal,48890,3367,5070,3424,1870
Selena Leach,48758,25876,38737,26811,894
Ricardo Carpenter,50204,14111,20966,14937,912
Titus Vang,55768,42133,10543,42678,1267
Alijah Kidd,54087,10514,43372,12677,1095
Aubrey Weeks,54965,36041,5237,38674,992
Jada Griffin,53720,21419,40980,22256,774
Ross Huff,49274,47605,39087,48569,849
Justice Holland,51810,2151,44777,2179,911
Jaidyn Clarke,62164,30408,46693,28234,1175
Haylee Conley,53835,13009,40504,12333,957
Jaden Duke,54535,42047,42718,42918,1181
Daphne Phelps,62933,7812,5420,7835,1187
Meadow Collier,50318,31371,40033,31285,1084
Kevin Harris,49928,19337,39333,18654,917
Maurice Huffman,57827,60368,28486,53835,1434
Drew Ramsey,51793,4789,19985,4870,774
Howard Turner,48632,27006,2558,27040,734
Jamiya Marks,56164,18350,21734,16015,1009
Karlee Beard,58659,45552,46687,45523,1336
Alyson Hamilton,56858,9906,41961,10170,1141
Jaylyn Bentley,59887,38490,45959,41358,1537
Emilie Ponce,53582,22698,10302,21258,889
Allyson Hatfield,58992,54408,22394,53973,1474
Ethan Moore,59669,3590,22572,2047,935
Chelsea Escobar,52286,24276,43681,24367,1112
Pranav Brandt,56112,11885,45219,11765,1124
Nia Leon,52074,37819,21465,37039,866
Aditya Brewer,53181,5661,42104,5610,894
Prince Kirby,54730,32421,20444,29450,929
Gustavo Lester,50089,17289,39351,17168,963
Hannah Price,102519,48443,11598,50009,1348
Amari Stokes,76992,4170,11248,4124,2506
Salvador Mcfarland,56657,29151,42018,28182,1044
Lilia Waters,59760,17312,5954,18057,1371
Sage Kelly,55447,47932,42706,42557,1038
Jesus Gillespie,55636,9378,10382,9487,1061
Ada Gibbs,57626,36924,21889,37211,900
Emery Gentry,53852,20191,20295,20467,906
Milo David,53841,53290,42655,49573,877
Darion Landry,51798,2736,41530,2776,1015
Cassandra Mcneil,59714,28182,22061,28354,3074
Lindsay Wilkerson,51936,13790,780,13721,986
Mateo Love,56485,41003,43154,40733,1319
Marcus Hodges,59043,8598,22807,8357,1577
Sincere Buchanan,55934,32978,41720,33333,1026
Leland Scott,51643,19233,5220,19400,900
Cara Patton,54477,49917,10916,49320,1411
Craig Arias,58240,5552,44479,5868,1072
Moshe Casey,57403,31108,42563,29232,814
Mark Donovan,59112,18293,45402,17489,1497
Kathy Odonnell,55636,46401,22297,46183,1325
Kameron Harper,55257,11627,42695,10921,1032
Braiden Weeks,61843,37699,3177,38410,1629
Ann Moran,61481,24384,22107,23111,975
Jerimiah Ibarra,60925,55286,44909,60380,1457
Paul Patrick,590,705,10698,424,1038
Alyson Fowler,533,25612,56760,24545,1382
Jennifer Pineda,344,11524,11724,11134,1009
Grace Vasquez,1141,39133,24918,36935,1090
Kendal West,803,5627,2701,5552,1640
Adalynn Powell,694,32335,27924,31916,969
Adrianna Bowen,780,20323,50714,19790,1026
Henry Sampson,676,44163,21878,45144,894
Elise Everett,854,3063,43532,3074,837
Skyla Rose,975,27889,24769,28664,906
Rey Villanueva,808,14254,6510,14862,1130
Elyse Pearson,969,48173,27453,44525,1130
Bentley Wilkinson,1210,8047,1411,7921,619
Emely Sanford,1474,36161,27683,35915,946
Amaris Mitchell,1233,19864,22526,19882,1015
Aaliyah Dunlap,1325,26082,55751,23415,837
Nora Tucker,2093,1571,6963,1525,642
Leila Dyer,1422,26622,62089,27568,1933
Sterling Jones,1393,12350,44880,13015,831
Angel Hudson,1623,50984,27190,42953,1084
Kayleigh Cuevas,1623,9923,47571,7921,1015
Mario Giles,1583,36672,24832,32731,1153
Katrina Sweeney,1393,21195,4118,20604,1485
Shea Cantu,2323,59617,58711,50553,1256
Soren Logan,1766,4296,45592,4474,567
Heidi Doyle,1841,27310,46355,28474,722
Kailyn Garrett,1852,15522,45706,15195,969
Roland Newman,2042,44496,25377,44238,762
Harper Hendrix,1795,9551,43085,9069,659
Itzel Camacho,2007,37113,44789,37974,1026
Mitchell Gallagher,1996,20966,44416,21344,717
Nickolas Frost,2087,51420,48506,52900,1164
Serenity Sawyer,2047,1009,10474,946,705
Mckayla Warner,3298,25486,5294,28148,1003
Lily Mcknight,2105,17323,12981,11587,814
Arabella Mason,2552,41863,25865,39454,826
Zaire Bishop,2632,7227,50456,6395,728
Roman Hubbard,2334,29806,21689,29421,642
Drake Ross,2260,16996,10812,17599,791
Averi Freeman,2736,49601,49395,48018,1009
Hadassah Velasquez,2329,4273,5329,3504,860
Harry Levy,2535,29484,50967,26960,734
Shania Santos,2546,14088,10767,14403,803
Sherlyn Bolton,2673,42907,46991,41548,871
Natalee Barker,2644,8868,42580,9298,820
Perla Gibson,5409,34991,48099,35553,917
Alani Calderon,2908,22520,46567,22991,935
Kyleigh Patel,2862,53892,26920,49888,1066
Ariel Neal,3057,2546,44909,2478,762
Gunner Cannon,7078,25704,46607,24121,1055
Amare Rice,3034,13113,11082,12912,906
Jeremy Bentley,3000,41588,50473,40286,1078
Cale Lyons,3017,7772,50049,7439,1032
Arnav Heath,4898,69633,300393,63139,1600
Kylan White,3648,20765,3940,23123,1250
Kaitlin Harding,5311,205543,75662,65227,2202
Miracle Wade,3556,5122,11375,4984,711
Londyn Hartman,3476,34314,66793,30075,2277
Jordyn Ho,3229,15665,44244,15625,785
Keegan Wiley,2948,44668,1697,45764,1198
Elaina Rosales,3436,9964,24981,10090,785
Aniya Decker,3837,42374,51167,37945,877
Jaycee Jefferson,3728,22543,55343,22096,1078
Jaiden Randolph,3550,54242,23679,53863,1565
Kaley Bradley,3808,751,45919,728,935
Kael Knapp,4176,25130,57328,25681,957
Macey Sheppard,3751,11621,13376,11489,814
Marquise Dougherty,3849,38909,50559,37584,992
Adelaide Rollins,3843,5529,11053,5489,774
Misael Floyd,3917,30276,50594,29582,711
Brylee Mcmillan,3980,18040,50875,19732,1296
Hamza Swanson,4956,45121,24344,45861,929
Kash Mckee,4124,3304,45701,4055,889
Adison Mora,4371,29869,24350,28205,877
Terrance Johns,4124,14071,47966,13813,940
Jovanny Vincent,4135,41267,11409,41530,940
Noel Booker,4474,8277,45752,8311,814
Johnathan Howell,4428,34308,48661,38582,1095
Deshawn Morales,4709,20903,49957,23191,1457
Valeria Coleman,4302,48225,43395,46739,659
Jimmy Mcmahon,4514,2002,23277,1898,837
Maria Long,4617,25744,50341,25991,1227
Ireland Bates,4457,13004,45058,12161,946
Amelie Jenkins,5311,43045,26415,43435,1262
Ramiro Parks,5633,7072,11289,6975,768
Samson Middleton,4698,36408,25325,32553,980
Bryson Hurley,5145,19233,57753,20065,975
Maxim Mcdaniel,7170,51213,25182,51076,1818
Jaxon Meyer,4933,4646,11994,4738,791
Deangelo Wagner,4634,29369,6384,29880,1061
Melina Oconnor,5524,15711,51666,18723,837
Dayami Singh,5346,56978,16749,57340,1824
Aydan Preston,8960,10285,12516,10250,785
Lawson Holmes,5214,40750,51867,35501,1153
Jalen Fernandez,6315,22715,26157,22142,986
Kamila Trujillo,5197,56181,7612,55946,1118
Holden Mahoney,5489,1267,46578,1221,848
Jayda Summers,6808,24603,12321,25033,1003
Edith Shields,5827,12401,12401,11484,849
Callum Michael,7095,139260,301454,150767,30115
Nyla Sandoval,7772,6981,24385,9585,739
Willow Brady,6327,45225,138617,63988,1709
Emilie Mcguire,7876,18643,30930,27637,1038
Elaine Bruce,6969,52762,56657,57070,923
Jerry Hays,6327,4216,53152,4996,1502
Grady Cervantes,7434,29673,50083,35536,1376
Bo Rodriguez,5713,14776,11461,15046,699
Nevaeh Winters,6499,74135,2047,57041,1330
Bailee Mullins,6200,10681,54414,8868,929
Anya Moore,11266,45684,84461,52102,1359
Victor Turner,6315,23151,6292,20610,648
Denzel Duke,6321,54644,51575,51144,1388
Felix Mejia,6183,6097,23054,2650,860
Emilia Taylor,6309,36844,28188,26874,1554
Karter Walsh,6837,15321,6051,15539,889
Curtis Joyce,7055,44376,51930,40962,1130
Rebecca Beard,6264,8289,56043,7778,745
Edgar Larson,6619,33029,24545,31980,699
Ezekiel Livingston,6327,19090,23530,18620,843
Autumn Gordon,6906,51580,53164,50508,1009
Jon Ferrell,6350,4996,46854,4956,648
Evan Salas,6321,27568,22509,27998,751
Isabela Adkins,6246,15143,47926,15390,654
Gunnar Jarvis,6315,42345,43240,41702,688
Lailah Brooks,6780,10233,46418,10744,854
Maeve Wyatt,4382,35312,1451,38806,757
Dillon Walker,6791,21379,13899,21138,636
Jane Walters,8380,55217,6166,55601,619
Clara Rojas,6981,315,11919,332,642
Akira Phelps,8524,25813,12040,24597,728
Alijah Dean,7445,12447,52366,11845,745
Zion Snow,7485,35255,5604,34280,436
Savion Watts,8644,5317,2948,5363,1514
Tiffany Moyer,8208,28704,12321,30327,602
Kaeden Mccall,7227,17157,47800,16962,648
Keira Tyler,6986,44312,3063,46659,1761
Rosa Shelton,7382,2873,5891,2822,481
Augustus Ochoa,7520,25635,48798,25515,458
Kole Gaines,7411,15086,45890,13250,648
Irvin Mann,7112,38869,22732,38192,688
Jocelynn Burton,7658,9212,48253,8380,579
Layla Gay,7611,32674,23725,32324,762
Makai Mcdowell,7864,19337,49033,20994,814
Kasen Gray,7830,48798,48953,47932,722
Ashlee Hanson,7721,1606,46423,1921,458
Esperanza Fitzgerald,7531,23123,44238,23754,602
Taryn Butler,7480,11644,45724,11570,539
Kamora Pierce,7784,38743,11713,37618,659
Amber Mendez,8134,7732,50284,6711,803
Matteo Kennedy,7921,30316,46251,30591,1893
Ryland Montes,7652,17857,11535,17398,625
Emmanuel Miller,7904,46188,24344,45127,630
Daphne Olson,8547,4101,11438,4067,716
Karen Cunningham,9109,28044,55349,28543,866
Finley Morse,8191,15677,23088,14616,791
Abby Navarro,8461,36236,12665,36821,453
Adrien Kirby,8289,7812,24264,8088,476
Blake Olsen,8604,35484,24069,36574,676
Catalina Oneal,8403,20599,25624,21625,791
Kathleen Foley,8759,51116,46842,50181,843
Nathan Reilly,9229,1009,22870,1026,516
Eliana Caldwell,8466,23088,48345,22893,751
Harmony Simpson,8455,11409,23685,11019,636
Anabella Todd,9160,41393,6046,38031,780
Sage Hansen,8592,5960,47129,5931,602
Damarion Lynn,8856,29438,26272,29163,705
Aedan Blevins,9080,17524,47898,17386,596
Jaxson Bonilla,10170,54695,53875,50003,900
Brayan Liu,10824,3602,57942,3602,3596
Elsie Perez,8902,26335,13795,26834,550
Jairo Hanna,10468,14920,51362,14770,728
Damon Barajas,9183,41766,47387,40349,740
Madden Weaver,8088,8759,2913,8661,917
Lillian Chen,10646,37079,51368,35880,814
Gemma Hunter,9292,19182,49010,19423,636
Jerome Murray,12459,53387,26157,52326,912
Destinee Meadows,9872,2317,12728,2300,797
Sophia Solomon,10451,24213,5902,25595,487
Jakob Miranda,10199,12963,14598,14059,808
Jermaine Kim,10302,43601,27752,42844,1130
Cecilia Sharp,12614,7376,6178,7359,803
Marley Bennett,12149,34119,52980,33459,986
Ari Shea,10824,18803,3235,20731,487
Jadyn Hooper,11134,59462,56600,56324,883
Glenn Bender,9614,4680,51976,4680,894
Cristian Poole,9849,28480,6608,28274,797
Eduardo Guerra,10216,19664,52286,15545,843
