Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Adriel Landry,5736,8948,24023,8816,636
Dominic Esparza,5415,21757,21906,21643,619
Livia Miles,5420,5030,10514,4996,556
Ruth Buck,5461,18436,21419,18608,510
Caitlyn Mann,5472,11283,10847,11168,722
Amya Taylor,5787,27815,5850,26828,625
Sarahi Cobb,5621,1531,21545,1514,470
Jaydon Duarte,5816,14501,23094,14340,711
Axel Roberson,6631,6900,5604,6889,584
Giada Saunders,5483,21006,2856,20925,682
Alannah Mcintosh,5919,5334,5632,5214,596
Landin Dean,6550,17690,21941,17421,602
Gianni Leblanc,5896,10325,10744,10279,722
Raina Lane,6046,25044,23461,27184,722
Carly Kelley,6315,2845,11874,2891,751
Cassie Pierce,6648,16881,6160,19658,860
Adrian Lewis,7434,8277,26025,7921,728
Deacon Hatfield,6493,23272,22004,25061,613
Christine Levy,6097,5919,11225,5873,699
Larry Dickerson,6206,19543,23467,19216,722
Heidy Vaughn,5719,12183,2879,12453,659
Alma Mora,6418,25939,11753,25928,453
Mylee Barrett,6499,355,22423,327,527
Karsyn Bond,6395,12746,21620,12769,436
Charlie Brennan,7244,7009,21878,6619,825
Deangelo Reynolds,6780,19732,5696,19394,608
Jacob Poole,6659,3200,5638,3063,590
Corbin Wallace,6264,16061,2799,16067,590
Emerson Cruz,6527,10629,22193,9310,636
Braiden Barton,6654,23140,22538,23243,688
Angel Arroyo,7078,1680,23547,1623,631
Preston Charles,6625,13939,21356,14323,613
Arely Sandoval,7181,8065,2954,7503,504
Marlon Navarro,7078,21838,12298,22360,1302
Sam Atkinson,6923,4617,21683,4629,487
Lilly Huynh,7084,17501,21906,17472,585
Sarah Novak,6751,10652,5678,10703,556
Jamie Frey,7445,27924,23742,25291,619
Easton Lawrence,8047,1261,13669,1170,602
Sasha Wong,6287,13388,785,13365,573
Cole Khan,7296,7067,23805,6866,768
Ernest Stokes,6912,19933,1491,20100,608
Lia Callahan,7566,4979,23639,4250,934
Martin Huffman,7359,17323,5896,17140,527
Hallie Gates,7623,9975,11902,10239,694
Shamar Blevins,7411,24321,26398,24304,636
Kamden Salas,7709,2438,2937,2271,556
Rylee Orr,7353,15040,3304,15528,590
Humberto Dalton,7382,8231,22428,8277,636
Lauren Mcmahon,9218,22463,6929,23214,797
Irvin Bell,7571,5317,22469,5340,665
Lilyana Simpson,7307,18597,1571,18820,608
Damaris Jones,7686,11925,22733,11994,711
Andy Hampton,8627,26289,23805,26708,780
Zaniyah Newton,7841,688,22503,711,367
Gary Oneill,7927,12665,11489,12637,659
Leyla Norman,7973,7044,11610,6424,699
Tanya Maldonado,7755,19532,11667,19503,590
Paityn Harrell,8179,4084,22457,3774,642
Paloma Moyer,7875,16050,11627,15964,550
Penelope Colon,7887,9499,22440,9533,447
Jayla Winters,8707,24081,1841,24700,762
Blaine Jackson,8277,1973,22979,1979,665
Milo Park,8541,14759,12069,15126,607
Emilio Werner,8243,7853,5897,7990,567
Rayna Jimenez,8352,21511,24006,21608,498
Brady Ramirez,8392,4451,11529,4445,636
Lena Farley,8988,18562,23994,19119,757
Dayana Burke,8340,11082,22744,11111,636
Monica Reilly,8426,25061,6080,25268,516
Lamont Beasley,10055,1462,23254,1393,636
Miracle Hayden,8747,14185,12149,13996,625
Calvin Wall,9143,8816,3000,7067,722
Ashlyn Odom,9235,22354,25050,24987,682
Bobby Oconnor,8874,4571,11845,4348,785
Aliyah Grimes,10853,20272,29192,20449,751
Dustin Mckee,9114,10893,12378,11914,613
Romeo Duffy,8914,24884,12224,24608,527
Xander Bullock,8885,4198,23610,2793,378
Charlee Mcmillan,9166,15510,24081,15482,774
Clarissa Santiago,8879,8753,5919,8661,705
Meredith Henderson,9281,22836,24012,23725,458
Alana Pugh,9441,4577,12378,4577,602
Mathew Foley,9677,19583,24408,19497,659
Wade Mccall,9006,11805,22933,11862,562
Harrison Cook,9212,25859,23639,25578,596
London Sawyer,9694,562,6407,447,642
Julia Norton,9436,13073,12384,12987,510
Nayeli Mitchell,9631,6321,12051,6264,464
Lilian Huber,9918,19818,24230,19904,608
Freddy Love,10136,3332,27677,3826,745
Landon Watkins,9430,15895,843,16199,636
Melanie Peterson,9751,9459,12683,9705,676
Alijah Vincent,9791,26111,1703,28802,407
Dayami Vazquez,9763,1893,1703,1709,602
Tobias Montgomery,10073,14168,25366,14472,653
Ezekiel Rush,9763,7709,12051,7646,579
Emilia Griffith,10268,21121,24121,21207,625
Kamila Benitez,10445,4921,23926,4939,544
Reagan Tucker,10004,18356,3240,20042,648
Yurem Mcknight,10262,10692,15654,10658,418
Reilly Beard,10096,25079,24723,24849,527
Zavier Potter,10038,1204,14673,1227,413
Steven Rasmussen,10216,13681,12459,13336,665
Karina Conner,10428,7204,24304,7256,464
Moses Contreras,10457,21121,24654,21006,596
Londyn Blackwell,10554,4113,24235,4135,688
Luciano Hurst,10445,17381,24190,17403,854
Dale Rose,10176,9963,6166,10308,631
Kolten Reeves,10686,24212,13124,23891,837
Ben Collins,10749,2575,24442,2650,590
Julie Fisher,10841,15642,24482,15832,550
Aylin Hendricks,11019,8472,24517,8535,499
Dalton Kidd,10744,22537,12832,22205,717
Juliet Berger,11013,5673,24356,5736,562
Walker Shah,10847,18975,3212,18470,676
Lucille Proctor,10738,11885,6401,11931,711
Braden Gordon,11271,26576,15212,26329,900
Eliza Turner,11856,935,4130,825,631
Marques Huerta,11415,14013,25939,14805,688
Ruby Guerrero,11266,6849,24545,7009,504
Madisyn Matthews,11828,20564,13617,20530,481
Kailey Barnett,11524,3774,24947,3768,579
Louis Miller,12992,25205,15344,30035,1227
Skyla Avila,11472,10009,25021,10015,676
Kenya Blake,11598,23822,25343,24161,797
Lyric Lopez,12069,2300,13050,2225,653
Chace Pittman,11449,14879,3378,16096,705
Lance Lloyd,12321,8971,25979,8845,803
Damon Mcneil,12528,27276,8713,23071,952
Natalee Carr,12487,5162,27321,5145,533
Elsa Oneal,11564,18511,12935,18109,608
Carlie Logan,14690,11656,26123,11633,866
Travis Cunningham,12166,24895,25595,25021,619
Briley Ellis,13015,1457,14013,1411,785
Jamarcus Guerra,14466,15419,25836,14409,716
Michaela Hurley,12212,8122,26346,7818,751
Annie Andrade,13795,22658,27270,22681,642
Yesenia Wilcox,11616,4634,917,4101,395
Ada Randall,12585,17421,26014,17220,481
Claudia Haynes,12097,11294,24981,10709,774
Harley Delacruz,12264,24333,25274,25033,642
Cameron Thomas,12493,2742,6665,2564,757
Isabell Alexander,12097,15396,25371,15499,722
Jeremiah Rodriguez,13497,9866,16732,9476,722
Jaslene Mosley,13715,25543,27287,23472,785
Juliana Mcpherson,12843,92331,25555,6258,694
Dax Sexton,12654,19027,6659,19027,757
Aiden Cherry,13354,11254,27304,11346,889
Charlie Elliott,13072,25997,13497,26117,843
Saniyah Sullivan,13204,355,13554,327,487
Michelle Roach,13698,13130,13612,13468,665
Shannon Mckenzie,12866,6252,13354,6172,613
Ariella Byrd,15298,21080,27385,21832,659
Samuel Velez,14042,3837,3522,2977,573
Cierra Lyons,12918,16228,13405,15946,717
Ethen Little,13709,9350,25945,10182,516
Eva Benson,14696,23019,25675,22486,533
Sierra Coffey,13250,1772,25291,1738,562
Hector Weber,12866,14260,1279,15189,820
Colin Meyers,13474,7778,26713,7738,831
Adison Hernandez,14340,20323,27740,20484,556
Miya Welch,17266,6745,3745,4537,539
Maximo Atkins,14409,18488,27287,18252,768
Dahlia Hebert,13612,10979,26111,11116,596
Uriah Myers,18579,27809,26908,24184,533
Sara Davidson,16130,1175,18482,1170,682
Summer Curtis,17203,16755,27763,14145,940
Rhett Pollard,13927,6935,13417,6837,636
Philip Ball,13744,20409,25893,19910,568
Emery Johnston,13990,3981,25698,4164,682
Brennan Macdonald,16021,16761,13606,16870,728
Royce Case,14329,10979,28165,10268,585
Mara West,14954,25687,1950,24792,562
Elena Floyd,14547,2535,26266,2449,699
Jayce Harper,16325,15774,27998,17432,722
Kyler Norris,15017,9201,14444,9000,722
Kennedy Trujillo,14725,23226,3602,23191,883
Camryn Stein,15964,5351,7881,5323,814
Jazlyn Buchanan,14839,18952,28159,18866,585
Azul Nichols,15677,12264,17054,13078,573
Kendall Collier,16147,26266,27562,26209,791
Mariam Carpenter,16440,728,28153,774,544
George Hall,16291,13486,14828,13950,883
Marisol Lynn,15057,7864,14082,6533,556
Zaire Morgan,14541,19641,6883,19532,487
Ava Morton,15562,3877,4434,4055,665
Aydin Melendez,15763,17587,8489,17799,671
Ray Ibarra,14931,9717,7021,9717,504
Anderson Boyd,15941,26048,14971,24293,671
Scarlett Cuevas,15120,2082,13956,2128,522
Rayne Bartlett,15688,14598,15786,14621,694
Bradyn Bauer,16044,8105,13996,7944,860
Colten Schmitt,15212,21734,7193,21516,739
Lorelai Horn,15327,5059,14088,4956,757
Reyna Leon,15184,18488,7176,20312,734
Abigail Randolph,16210,9441,7462,9614,522
Brodie Summers,15470,25125,3636,24620,608
Casey Scott,15402,1411,3636,1302,671
Kierra Becker,16096,17088,15459,14140,975
Darien Everett,15298,7193,14053,7090,608
Issac Schultz,16612,20570,3648,22520,619
Gabriella Harding,15298,4135,14008,4061,665
Amira Young,15086,20105,344,22021,1416
Tyshawn Fritz,15545,10566,7331,10663,562
Dominick Baldwin,16715,24557,16291,24218,728
Dean Stanton,15591,2816,7199,2690,585
Alexzander Clayton,18350,17409,15390,16405,636
Hana Ortiz,15413,8719,14065,8650,797
Octavio Quinn,15212,21775,7107,21826,453
Kylie Branch,18803,6206,14748,5994,791
Kaiya Vaughan,16428,19945,3740,19342,585
Stephanie Mullen,15820,12212,17363,12138,648
Armando Washington,15832,28658,1061,27786,556
Amiyah Solomon,16945,1382,2065,1439,636
Kira Campos,16342,13182,14616,13084,843
Keagan Mcclain,16136,6677,7290,6321,625
Camren Alvarez,16382,21448,14811,19755,854
Kaylynn Livingston,16491,3619,7554,3298,711
Alexandra Palmer,17696,16623,7784,18436,636
Breanna Sampson,15849,9470,3699,9189,659
Alonzo Kirk,16629,24356,15511,24029,487
Emmanuel Oliver,19262,2151,7732,2185,814
Ally Price,16377,14432,3762,14191,504
Faith Middleton,16084,7807,7394,7726,665
Sylvia Davenport,16268,21929,14920,21121,648
Taylor Valentine,16055,4743,1893,4565,481
Lila Vargas,16084,18619,998,19583,745
Xiomara Klein,16147,10939,14822,12034,464
Izayah Salazar,16176,24408,7709,24190,579
Salvador Gould,16577,1210,15029,1221,579
Kasen Kirby,16767,14512,7526,14553,544
Reece Shea,16514,7377,3785,7290,682
Jaylee Compton,17650,21419,15591,21625,779
Jeffrey Williams,17834,4193,1049,3958,573
Carlo Barron,16646,17208,15029,16939,768
Christopher Osborn,18098,11208,7703,10250,906
Jamiya Glass,17042,24826,16354,24448,665
Callie Peters,16738,2546,7537,2415,745
Francisco Haney,16411,15706,14575,14794,585
Neveah Steele,16434,8575,3877,8352,447
Izabelle Galloway,16681,22090,15103,21843,705
Paulina Casey,16824,5564,14759,5512,556
Aedan Roth,17289,19348,7910,19165,539
Darrell Liu,17340,11862,7692,11788,705
Marcelo Cannon,17134,25956,15533,25824,413
Ashanti Brandt,17415,275,7784,235,504
Nikolas Bolton,16876,13009,15143,13130,619
Alani Olsen,17283,7399,3906,7113,636
Audrey Pitts,18069,21505,4067,21425,648
Arianna Potts,17312,3745,1996,3413,590
Vance Bowman,17208,16486,15591,16096,602
Marcus Kim,18224,10176,9269,10130,522
Jazmin Gaines,17811,24184,16147,24471,613
Sincere Stephens,17449,2369,2908,3504,573
Julianne Castillo,17725,15218,15723,15166,630
Martha Lam,17954,10239,8816,8593,527
Josie Harrington,17954,24591,16015,21975,590
Eden Johns,17191,5059,7440,4887,596
Kali Howell,18643,18992,16222,19004,688
Alyson Booker,18235,11547,15975,11421,544
Noel Murray,17180,25343,3963,25004,378
Jagger Bailey,20599,1611,15906,1577,717
Kamora Dennis,19641,14444,7847,15878,596
Kyra Dickson,17656,7503,15270,7669,630
Phillip Daugherty,17616,20461,15258,21442,573
Vincent Sloan,17438,4554,3940,4130,613
Nigel Malone,17811,18402,17765,17501,504
Karly Long,18006,10881,15665,10979,550
Jair Gallagher,18178,24872,16142,24786,671
Jared Nolan,18505,3034,4084,2885,636
Mathias Adams,18665,16136,16210,17512,688
Reid Hoffman,17891,9137,7778,9000,573
Patrick Gilmore,18235,22308,15556,22073,441
Jocelyn Flores,18252,6034,15551,5988,573
Jonah Ryan,18493,20180,2219,21390,533
Duncan Hull,17966,12201,7898,12809,676
Janiyah Houston,19268,28188,17593,26524,745
Jadyn Howe,18935,407,16285,390,533
Grayson Tyler,17891,12625,2099,12430,533
Jean Waller,18338,6413,636,6103,545
Davon Booth,18820,20639,16589,20117,682
Liberty Stark,18379,3223,4015,2965,705
River Arias,18511,16354,16549,16663,556
Chelsea Burton,22101,9809,15660,9338,837
Rosemary Baird,18281,22750,15843,22635,556
Jimena Lynch,18992,1864,16291,1915,636
Clara Duran,18740,14392,8013,14369,780
Nehemiah Mclaughlin,19073,7893,7847,7571,487
Skyler Robles,18792,21694,2105,23123,625
Ryan Moon,19715,4778,7893,4657,481
Brent Juarez,20966,17495,15889,17426,682
Anastasia Powell,19646,11254,4147,11139,722
Ashton Moreno,19124,26318,16709,26536,625
Jovany Nielsen,19251,1164,4141,1015,510
Dominique Curry,18780,14203,16423,13084,677
Muhammad Carson,18918,7170,16296,7164,584
Cailyn Hubbard,19474,21052,16526,20541,871
Chaya Nash,18723,3923,4055,3654,751
Atticus Dunlap,19715,17730,16704,17524,659
Braelyn Chang,19818,10486,15912,10038,659
Avah Chan,20100,25119,17082,25256,676
Mckayla Daniel,19715,2501,8191,2564,636
Valentino Richard,18270,14954,4003,14593,516
Zaiden Hooper,18379,8438,15998,8312,407
Nia Lindsey,19027,22807,8076,22457,516
Marina Stone,19251,5667,4158,5311,567
Paige Maynard,18734,18344,15820,18058,579
Kamron Crane,19423,12149,16841,11942,544
Khloe Serrano,19537,25991,8661,26702,986
Jaylynn Romero,19664,768,4325,659,493
Harley Deleon,19199,15275,18843,13118,740
Oscar Austin,18763,6573,15832,6424,556
Kaylin Dorsey,20731,20599,17960,21362,797
Leslie Thompson,19033,3573,1118,3281,648
Nash Santos,19457,16268,2088,16216,504
Carter Garner,19176,10187,16893,9723,716
Dana Glover,19222,23146,8260,23128,642
Milagros Lucero,19658,2133,8374,2139,613
Hayden Sims,18872,14415,4003,14317,527
Cullen Chaney,20616,8323,16554,8931,556
Makhi Trevino,20231,21786,4371,21878,533
Mateo Michael,21057,5363,4279,4864,739
Wyatt Lowe,22566,209966,96697,23495,711
Emily Mack,21350,13256,9155,11696,768
Vanessa Hammond,19440,24947,18906,25251,711
Zaria Reese,19434,1434,8351,1342,372
Haleigh Gonzalez,19818,14977,16446,14363,728
Maeve Maxwell,20283,8185,16463,7474,487
Bryan Santana,19428,20375,4153,20295,544
Roselyn Yu,18453,4629,206,4330,676
Allen Cowan,20421,18115,17191,17891,487
Skylar Flynn,19905,11369,18143,10520,711
Cora Hinton,19727,24104,16893,24218,642
Darren Vasquez,19859,2982,2317,2627,739
Stephen Spears,20157,15987,4405,15786,751
Justice Graham,22239,10560,17105,9522,653
Brock Martinez,19973,22629,17358,22732,631
Boston Parker,21826,5707,16778,5655,1766
Leonel Terry,19876,19899,8478,19101,711
Edwin Frye,19727,12464,16463,12023,694
Ariel Wang,20329,26794,1193,26667,579
Rory Fry,20186,533,16836,539,608
Ronin Jenkins,20702,12964,8363,12803,619
Henry Moody,19996,6344,4181,6000,573
Hamza Hensley,19962,19681,17099,19497,699
Melvin Mcgee,22824,3573,17426,3585,740
Jaime Finley,22010,18522,18149,17031,998
Wilson Smith,19985,9476,2128,9264,533
Celeste Mckay,24207,24316,9005,23771,814
Antoine Braun,21694,1996,22102,2116,716
Bailey Stuart,21872,14386,4285,16836,510
Luna Gilbert,21224,8277,18574,7985,780
Esmeralda Walsh,20409,25153,1279,23014,929
Carl Mckinney,20845,4715,8661,6143,923
Joseph Crawford,21608,26754,18000,20530,671
Jakayla Larson,23943,12247,17690,11484,785
Francis Morris,20587,24568,8719,26163,653
Cheyenne Bryan,21316,1227,18419,1015,998
Casey Perez,21373,15327,10141,13583,843
Kane Sheppard,20702,7354,4285,7061,522
James Guzman,25016,23776,20243,22715,980
Miguel Gamble,22165,4181,9183,4342,648
Kiley Fernandez,21086,17478,18040,17753,883
Marshall Bowers,21201,10623,17220,10491,533
Marilyn Silva,21677,25784,4686,25285,608
Emilee Escobar,20937,2730,17621,2678,642
Ashtyn Mills,21241,15505,8856,15402,590
Presley Pace,21115,8839,4457,8380,665
Rodrigo Mathews,20874,22205,17300,22113,499
Fisher Calderon,20495,5518,16818,5455,476
Angelina Lucas,23541,20690,9298,19612,751
Deborah Wells,21184,12711,1175,12465,665
Caden Dougherty,22050,26134,17719,25870,694
Chloe Wilkinson,21258,877,1262,814,808
Teagan Ruiz,21023,13807,4371,13055,504
Brayan Gray,22572,6849,19675,6734,699
Amir Hart,22084,20329,9166,20317,573
Karla Shepard,21430,3917,4416,3567,522
Erik Patrick,21195,16600,8822,19406,831
Bria Costa,21040,9728,17272,9625,659
Allan Blackburn,22526,23513,18212,24035,544
Jessie Roy,22079,2328,9155,2317,665
Mason Marsh,21757,15241,17759,15103,654
Magdalena Gentry,21832,8696,17794,8529,516
Shayna Simon,21299,21964,4491,22067,648
Ethen Malone,21293,5294,17352,5174,544
Crystal Mills,22251,18562,8897,18367,499
Laci Oconnell,21206,11667,17140,11524,671
Kody Rosales,22618,26117,18476,26926,1026
Britney Gonzales,21327,1462,17490,1468,636
Joyce Greer,22600,14524,8983,14535,481
Kieran Carson,21992,7778,17690,7830,848
Valerie Mahoney,21425,20507,9304,20679,648
Karly Pena,22279,4583,8897,4422,602
Patricia Medina,21178,17122,17214,17065,458
Jared Stein,23346,11151,4663,10904,739
Mila Reid,22354,25096,18425,25004,740
Jacob Ray,22274,3114,9201,3023,722
Ashley Wade,22256,16147,2374,15964,556
Deacon Santiago,22744,9287,5793,9183,780
Brielle Crane,23650,22417,18012,22302,745
Alberto Huynh,23364,5937,9287,5833,619
Fletcher Combs,22337,19406,17610,18797,648
Jaxson Schmitt,22216,12849,4652,12579,676
Tiffany French,22010,26220,18144,26111,487
Thalia Wang,447,240,2271,275,435
Tristen Mclean,258,13187,9057,12700,470
Taliyah Tyler,240,5839,2254,5776,613
Alexander Cobb,326,21327,18694,21247,533
Derek Ruiz,338,2994,9195,3086,579
Lindsay Spence,332,16365,4468,17266,636
Lauryn Drake,395,9166,17920,9143,613
Jensen Francis,413,23323,9562,22968,642
Octavio Hardy,458,1479,17742,1674,493
Hailey Welch,1193,14874,1193,14977,768
Edith Flynn,487,8030,18803,7612,659
Mariela Richard,476,23421,5242,21711,573
Maren Holmes,602,4503,9281,4629,493
Travis Doyle,590,19985,18683,17707,648
Leah Conner,653,10956,18063,11449,631
Harold Merritt,562,24608,4703,24522,579
Ramon West,567,929,1147,866,481
Lilianna Aguirre,693,13681,18688,13468,642
Aidyn Branch,711,6040,18293,6097,590
Blaze Holland,826,22056,11254,20960,831
Kathy Mcgee,728,3768,9069,3820,533
Regan Solis,676,16962,4548,16784,613
Hudson Reese,791,9860,18224,10061,734
Jean Roberts,820,26501,12321,25383,682
Melvin English,848,2191,9206,2283,619
Ashtyn Buchanan,917,16073,21023,15579,722
Walter Lozano,826,8088,8713,8007,533
Alexia Greene,969,25125,19985,23461,619
Randall Baker,946,5197,18166,5380,619
Kade Coleman,952,19572,9401,18895,596
Kyleigh Hodges,992,11879,9201,11782,722
Kaylin Perkins,946,26553,4858,25784,642
Sylvia Wilcox,986,590,2403,567,745
Charlize Brady,1055,13256,18728,14564,871
Ronan Houston,1061,6355,9040,6407,625
Kyla Campos,1158,20209,18729,19853,688
Tyrone Chung,1164,3229,9057,3321,539
Aron Avila,1227,18321,20220,17736,590
Leonardo Wilson,2156,10078,631,9642,728
Jose Byrd,1290,24270,21224,24735,653
Xzavier Marks,1181,1795,17880,1910,344
Makena Mays,1267,15189,9568,15671,464
Kiley Hughes,1365,8042,18815,8099,843
April Miles,1290,22583,19233,22084,544
Pierre Pacheco,1279,4686,8965,4692,464
Mekhi Compton,1405,18792,19497,18115,676
Madeline Stone,1227,11449,2489,11203,470
Abigail Freeman,1468,26404,20558,25641,556
Denise Ayers,1451,1204,18780,1239,573
Dallas Shepherd,1445,13778,4600,13595,671
Josephine Browning,1520,7990,20690,7692,699
Adison Baird,1491,20088,19537,19905,441
Louis Scott,1560,4072,9407,4325,745
Phoenix Jensen,1462,17260,18620,16985,499
Phoenix Mcintyre,1560,10210,18287,10279,596
Jefferson Sutton,1468,24712,2540,24654,671
Reed Glenn,2575,2690,19474,2690,625
Terrell Reilly,1680,15505,9390,15356,389
Jaxon Cameron,1761,8954,19233,9034,745
Aleena Weeks,1411,22606,1244,22830,367
Stephanie Shannon,1709,5655,4743,5570,699
Cristopher Jimenez,1726,19256,19164,19721,447
Kane Newman,1812,12338,18981,12315,521
Erik Harrell,1806,25727,19480,26174,820
Skye Stanley,1755,418,2317,355,550
Amaris Gilmore,1870,12958,19669,12860,464
Lucy Sparks,1801,6155,5139,6120,631
Gustavo Love,1933,20232,19537,19698,676
Raelynn Fuller,1938,3103,18637,3252,631
Sherlyn Lowe,1973,15895,9367,15901,533
Enzo Mooney,1875,9287,4686,9218,814
Wendy Hanna,2007,22916,19216,22515,309
Kiana Aguilar,2156,1766,22732,2099,940
Nikhil Bruce,1950,14294,9447,14495,413
Maleah Mccall,2225,8088,10910,8346,533
Bradyn Huang,2133,21528,20140,21373,768
Joel Ferguson,2214,4686,18941,4870,527
Fernando Sloan,2059,17811,4772,18872,556
Brenda Massey,2156,10738,18832,10830,631
Makaila Serrano,2214,24935,9883,26731,447
Kael Washington,2449,1158,2432,1049,476
Luciana White,2168,13629,1279,13549,682
Killian House,2351,6992,10279,7371,854
Arturo Cortez,2357,21166,19830,21000,476
Zaire Hubbard,2472,3854,19675,4531,556
Anthony James,2426,17805,10795,17989,906
Sariah Baxter,2363,10153,19509,10222,590
Taryn Walsh,2386,23639,4950,24344,556
Kaiya Ford,2524,2409,19434,2524,567
Jaeden Guerrero,2919,16141,10147,15568,762
Emilee Austin,2403,8472,19119,8541,734
Regina Lane,2632,22962,20140,22216,774
Kaiden Bauer,2575,5460,19285,5518,522
Barbara Wood,1738,18803,384,18855,499
Guadalupe Mcmillan,2523,11736,9849,11627,556
Areli Ware,2546,26995,5197,26765,596
Stephany Blankenship,2730,791,19623,791,711
Nora Tucker,2535,12946,2483,12883,470
Sophie Chan,2638,6505,9889,6585,487
Baron Cantrell,2701,20054,19709,19859,470
Arabella Fisher,2891,3355,20025,3504,579
Sincere Harrison,2719,16560,11099,16692,820
Marc Singh,2936,10078,5156,10021,407
Bradley Logan,2839,25750,10979,24138,946
Zaniyah Robinson,2741,2065,4663,2042,435
Jayvon Cantu,3160,15637,20610,15189,579
Beckett Maynard,2879,8030,19250,8156,602
Landon Rowe,2879,23828,6137,21648,699
Lorelai Hunt,2908,4984,19354,5047,762
Oswaldo Nash,2816,17794,9682,18321,636
Clinton Juarez,2902,11627,20799,11713,877
Nyasia Snow,2770,24952,2569,25233,424
Phoebe Avery,3017,1497,19543,1445,665
Dixie Callahan,3028,13990,19606,13990,705
Jacqueline Charles,3206,7612,19738,7657,717
Rayna Clark,3097,21040,20105,21625,694
Alex Duncan,3235,3831,22033,3934,533
Kendall Stafford,3045,17908,2558,18149,699
Hailee Spencer,3000,10302,5024,10428,665
Keshawn Galvan,3286,24666,21327,24545,694
Eileen Gray,3252,2873,20450,3132,814
Talia Lawrence,3183,15367,9814,15172,665
Estrella Porter,3143,8776,4887,8684,630
Lawrence Adams,3304,23140,20679,22692,780
Adrian Stephenson,3321,2908,2569,2805,499
Lilliana Phillips,3315,19818,12344,19440,671
Tate Shah,3223,12407,4973,12671,487
Leyla Gould,3573,26731,22027,29444,774
Corbin Bradley,3510,223,20002,200,636
Seth Dodson,3418,12734,10394,12757,676
Krista Daugherty,3785,6596,22033,6654,797
Mark Pugh,4072,20708,10979,21815,739
Oliver Peters,3476,3045,9878,3057,447
Alice Dougherty,3682,16945,25710,16709,401
Mackenzie Lowery,3619,9728,20696,9493,762
Emerson Nielsen,3590,22807,20163,22601,728
Ronnie Leon,3745,1778,10795,1772,694
Jamie Burke,3728,15000,20472,14759,631
Allen Frye,5575,7858,20782,7852,631
Freddy Richardson,3470,20644,2552,20633,659
Katie Decker,3929,4589,20719,4841,550
Rohan Mann,3625,17530,10055,17438,493
Athena Ellis,3768,10876,20426,10933,625
Kailey Nichols,3906,26409,5357,25756,665
Alonso Jefferson,3900,963,10526,929,476
Leonidas Boyd,3728,13314,19818,13279,699
Anabella Johnston,4244,6854,20805,6946,665
Jorden Paul,3866,20478,5271,20736,487
Beckham Odonnell,4095,4026,21884,4038,734
Carolyn Vance,3711,16922,2839,17226,653
Scarlet Jenkins,3843,9883,10210,9855,636
Cayden Cooper,4107,24419,20386,23501,688
Mira Zavala,80,2214,68,2202,418
Salvador Delacruz,4032,15327,20805,16543,665
Karla Gonzalez,4004,8960,10290,8644,481
Keon Bailey,4049,22383,21533,22268,734
Sebastian Guzman,4061,5185,19704,5271,430
Ben Mercado,4078,18717,11071,19233,619
Kelly Mullins,4112,13755,20851,11937,608
Dashawn Page,3935,25641,11065,25796,493
Marvin Hancock,4285,648,22486,676,424
Isaac Wallace,4101,12430,2558,12487,602
Jacquelyn Stevens,4158,6482,2684,6522,585
Chance Ashley,4078,19830,20576,20082,613
Myla Conway,4342,3424,20208,3470,441
Uriel Roy,4055,17495,5133,16491,653
Jagger Rich,4824,9717,10635,10181,728
Juan Gamble,4273,23644,20868,23381,481
Cherish Stokes,4371,2047,5048,1904,751
Deandre Price,4302,15178,10520,14444,653
Brenden Hoover,4290,7761,10072,7767,579
Brayan Barrett,4279,21694,21344,21849,556
Elsa Schaefer,4881,4715,9975,4732,516
Ezequiel Carney,4250,18092,20478,17851,619
Sonia Hogan,5265,12040,21884,13457,630
Braxton Woodward,9883,32542,1571,32163,831
Rashad Barber,6447,1382,21832,1416,642
Kristina Buckley,4829,14277,10445,14300,1439
Aimee Sampson,4675,6757,5403,6648,481
Aylin Richards,4445,22400,5317,21579,476
Alanna Vaughan,4732,3011,2667,2787,539
Hezekiah Benitez,4428,18901,21901,16956,608
Ahmad Atkins,4812,9837,21035,10147,413
Daniela Russell,4617,24608,11845,24884,613
Amaya Collier,4881,2684,21316,2690,418
Valentina Allison,4537,15763,20277,15000,504
Jamir Young,3441,9011,286,9011,717
Dayami Gill,4657,22451,20926,22124,642
Mohamed Baldwin,4927,6189,20851,5805,430
Jasmin Melton,5025,19916,11116,20082,682
Jaylene Burnett,4830,12493,23341,13520,499
Abbie Pineda,4824,21608,5455,20306,315
Serenity Hicks,5065,470,11094,499,499
Paris Floyd,4657,12665,20369,12482,355
Caden Williams,4967,6160,739,6114,762
Alma Macias,4961,20392,11042,20145,521
Desirae Berg,5111,3292,21098,4044,653
Vivian Norman,4864,16027,20421,16314,619
Akira Rowland,5076,9378,5455,9143,550
Emelia Riggs,5013,23008,10652,22979,556
Gillian Hensley,5024,1818,10331,1847,745
Randy Deleon,5105,14730,21551,14794,590
Jayson Hayden,5420,8111,22549,8770,659
Leticia Crosby,5082,21121,20805,20977,630
Fabian Barr,5076,4554,20449,4881,573
Antwan Murray,5478,26375,21832,19916,527
Wade Owen,14558,11237,10812,12189,728
Melina Villegas,7038,26128,2868,31102,883
Cooper Watkins,6160,1221,5529,1594,751
Kirsten Fritz,5443,14472,24809,14059,1382
Madeleine Kirby,5311,6946,21121,7067,424
Frida Sawyer,5231,19887,24344,19830,699
