Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Sylvia Knight,2632,688,4072,676,378
Waylon Hull,2638,5541,4113,5426,447
Rodrigo Mckenzie,2604,3338,1978,3126,481
Alex Bernard,2913,8185,8696,8139,430
Heidi Zamora,68,1738,120,1657,361
Salvatore Ortiz,2862,7325,4262,7072,527
Landin Cantu,2879,4342,8266,4950,1164
Kendall Potts,2885,12023,4422,10359,498
Lilliana Gomez,2936,1216,8415,1376,1170
Shania Holden,2856,6562,4135,6246,539
Hailey Jarvis,2828,4044,4021,3900,447
Kyla Vincent,2948,9941,1152,9487,665
Baron Bradley,2868,2122,8191,2323,521
Eddie Gamble,3028,7916,4095,7554,653
Sienna Parker,3459,9596,2151,4852,631
Anahi Barron,3183,11025,8398,10623,642
Eden Hickman,2971,223,4032,252,453
Dwayne Manning,3126,5403,2168,5300,688
Marely Andersen,3229,4715,8897,2810,545
Winston Kim,2982,7703,2076,7589,481
Brooks Myers,2919,1330,1032,1256,401
Clark Knapp,3241,6510,4204,6264,556
Rhianna Gonzalez,3808,3843,4233,5329,539
Chase Carrillo,3372,9923,8374,9614,521
Sarah Caldwell,3298,854,8598,889,556
Finley Rubio,3046,5604,2048,5432,395
Thalia Cooke,3240,3097,8329,3315,453
Edith Garza,4021,10256,5265,11300,671
Tristen Horton,3286,1967,8449,2139,545
Jamya Shannon,3350,7210,2151,7153,309
Carlo Morgan,3372,4359,8759,4646,550
Koen Shaffer,3367,10072,4216,9814,699
Whitney Burke,3436,510,8501,590,476
Rowan Cisneros,3298,5552,4210,5805,562
Yareli Huerta,3539,3384,10354,3028,372
Laci Saunders,3441,8076,2168,8025,539
Lesly Wolf,2879,1686,195,1543,533
Marin Odom,3591,6906,4359,7491,642
Brianna Perkins,3390,3940,4135,3917,338
Weston Doyle,3395,9390,8122,9189,499
Layne Frey,3608,1095,8604,1181,487
Kailyn Cooper,3642,6074,8455,6206,361
Genesis Irwin,3596,3344,8329,3613,430
Brooke Kaiser,3653,8937,5110,9006,510
Anya Davenport,3797,2409,9246,2632,378
Johan Kidd,4187,8260,4445,7589,487
Johanna Villarreal,3613,4898,1129,4657,516
Kaya Tate,3808,11822,2357,11116,642
Mohamed Ryan,3677,309,2196,338,522
Tyrone May,3688,5191,4285,5099,499
Carl Park,3860,2868,4468,2678,550
Sanaa Hardin,3866,8007,8719,8007,498
Prince Walter,3711,1497,1089,1422,418
Gracelyn Waters,3631,6390,608,6390,332
Marlon Forbes,4049,4262,9143,4216,705
Lauren Huynh,3866,10336,4503,10824,453
Nikhil Taylor,3889,929,4273,906,447
Rodolfo Robbins,4055,6109,2455,6235,567
Alexis Mcfarland,4021,2541,4468,2535,355
Skyla Craig,4021,8736,8828,8707,499
Emerson Wilkerson,3579,2076,327,1921,447
Soren Haley,4026,7239,8661,7279,516
Alberto Walsh,4061,4422,2317,4680,453
Pierce Dodson,3992,10090,8919,9740,481
Ariel Briggs,4285,694,9287,745,481
Abbie Sharp,4095,5042,2288,4938,332
Elena Blankenship,4147,2919,8747,3063,464
Christine Austin,4927,8512,9258,9975,1267
Donovan Howell,4485,1795,4657,1818,487
Sadie Davies,4371,7267,9573,7944,613
Janelle Mercer,4434,4262,8994,4411,361
Aiyana Schaefer,4439,12287,2506,10136,372
Brennan Greer,4319,1175,10227,1365,458
Kareem Ashley,4382,6401,9235,6608,430
Daniel Moody,5099,5105,5317,4067,315
Tyson Mckinney,4336,9200,8828,8994,602
Shea Sawyer,4302,2432,2306,2288,476
Janiya Beltran,4520,7709,9005,7749,344
Kody Barber,4497,5002,9441,5753,791
Eden Hayden,4732,10663,9591,10354,602
Celeste Schmitt,4422,160,2265,143,458
Evangeline Sullivan,4325,5111,1181,4921,413
Itzel Little,4428,2667,4583,2736,418
Alannah Drake,4709,8151,10227,8156,436
Tyrell Mercado,5329,1847,9746,1657,682
Courtney Adams,4824,6849,9114,8162,372
Aubrey Navarro,5139,4445,5340,4359,1078
Vivian Vang,4520,9160,1175,9292,499
Steven Duarte,4698,894,9315,952,281
Izabelle Pineda,6034,6132,2386,6132,493
Peyton Yates,3906,3298,143,3022,493
Jovan Atkinson,4887,9189,9327,9700,705
Ronin Price,5179,2065,4680,2030,625
Caitlin Erickson,17220,10812,47617,9981,1405
Marc Olson,5311,4675,9883,5082,602
Noelle Schultz,9201,13789,2655,11312,550
Aidan Valenzuela,5099,154,1284,149,395
Bridget Bowman,4812,5489,9132,5690,395
Korbin Deleon,5191,3011,10049,3160,739
Joey Floyd,6057,12006,13503,9975,699
Lyla Mcbride,4979,1761,4715,1766,550
Olivia Graham,5357,6963,9516,7543,464
Lilia Nixon,4887,4221,2730,4101,516
Zander Francis,4852,9774,9585,9413,372
Broderick Riggs,4858,1147,2351,1049,344
Ricky Mccormick,4961,6143,9120,6298,550
Dayana Howe,5168,3671,9660,4118,602
Reagan Cordova,5122,8994,9172,8862,636
Shyanne Sutton,5042,2420,2409,2294,545
Kailey Green,5191,8506,10497,7824,407
Madilynn Hubbard,5242,4916,9453,5110,596
Uriel Chan,4950,10181,8971,9969,527
Aracely Whitney,5265,372,688,315,476
Malcolm English,5512,5558,11099,5925,642
Joaquin Barajas,5329,2833,9568,3000,447
Alyvia Conley,5426,8139,9705,8203,338
Jayvon Flynn,6034,1657,10107,1703,630
Gisselle Kane,6384,7199,4858,7084,504
Karissa Mcmahon,5248,4032,2437,3872,476
Landon Livingston,5323,9355,9189,9287,613
Lucille Carter,5501,1072,9527,1095,556
Wilson Burton,5317,5833,9097,5931,499
Kolton Krueger,5495,3418,9602,3556,717
Cyrus Yang,4348,8604,172,8609,401
Davion Vance,5455,2208,2518,4256,785
Dixie Frye,5701,7732,9791,7812,470
Alma Villegas,5437,4657,1279,4457,424
Priscilla Branch,5409,10009,9298,9929,521
Paulina Frederick,5667,722,9585,757,533
Cole Vaughn,5426,5581,1313,5432,441
Allisson Farrell,5902,2644,10027,2810,378
Brennen Wiley,5644,8294,671,8478,504
Omari Arellano,5965,2001,9918,2082,504
Mariyah Donaldson,6097,7250,5202,7296,608
Celia Molina,5724,4342,4996,4330,527
Khalil Lee,5730,9843,9860,9786,694
Wayne Franco,7990,1319,9746,1388,521
Jon Phelps,6424,6740,3321,6866,516
Phoenix Pierce,5851,3751,9545,3860,464
Trey Baker,5816,9269,9545,9051,654
Allie Stuart,6023,2030,2661,1887,367
Leonard Dean,5885,7766,9774,8065,453
Moises Tyler,6384,5214,1359,5323,613
Luka Simon,5839,10554,4898,10216,562
Ishaan Mccarty,5845,137,5070,177,395
Ernest Carey,5954,5139,9654,5231,424
Dahlia Walton,8071,3206,705,2363,1187
Jenny Gentry,6332,7979,9872,8048,499
Tristan Schneider,5914,1439,1508,1359,625
Macy Nichols,6229,6619,5214,6602,642
Matthew Brock,6413,3889,9900,3980,608
Lacey Holmes,6103,9000,4938,8874,516
Kirsten Chambers,6309,831,10141,843,745
Chance Rivas,7015,5805,2587,5552,510
Kallie Arias,8839,5214,11243,3642,487
Charlie Williams,5954,8300,218,8300,498
Taylor Cowan,6275,2053,9878,2059,464
Madeline Glover,7067,7927,10050,7388,619
Kaelyn Hicks,6453,4543,10136,4732,361
Rebecca Stevens,6143,9860,2541,9860,596
Dayanara Morrison,6499,533,5328,487,550
Maverick Morris,6476,5931,5374,5403,613
Nigel Hayes,6344,2948,9854,3005,464
Yosef Romero,6292,7979,2564,7933,275
Asia Chavez,7181,1726,10801,1508,619
Cade Villanueva,6298,8162,694,6590,435
Charity Aguirre,6573,4198,10061,4239,481
Issac Buckley,6596,9315,5002,9269,418
Ty Terrell,6700,1135,1382,1049,585
Jolie Kelly,6636,6292,5179,6097,476
Reynaldo Patrick,6608,3556,10084,3751,567
Shelby Powers,6763,8822,5128,8679,487
Rafael Sherman,7101,2363,3269,2403,453
Elliana Mckay,6831,7434,10319,7755,453
Russell Compton,6711,6430,10743,5111,602
Guillermo Benitez,6499,10497,11438,10113,435
Kaleb Preston,6780,332,2650,304,424
