Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Marissa Jordan,86056,54150,46085,61883,1451
Emmett Chase,80187,122217,77921,117123,1187
Jenny Shepherd,85987,14673,10652,13543,1783
Ashlynn Austin,73803,74262,71887,75369,906
Malaki Robinson,83354,55647,21098,47588,1531
Charlie Kline,75122,109592,73143,115529,1296
Weston Collins,67040,25526,64740,24849,625
Jazlene Richmond,75776,88339,17547,88092,1359
Marques Kaiser,73562,59009,70952,61068,1198
Jaida Abbott,77159,117192,70631,131636,1153
Jessie Wilcox,69839,3028,3814,3149,877
Elizabeth Owens,71721,65657,17048,66007,1044
Cole Fuller,71382,31624,70470,34349,975
Saniya Harrell,69030,85310,63294,84140,814
Julissa Morton,69179,17151,16233,17168,653
Gaven Banks,117732,123072,128820,119808,1135
Marlie Horton,85625,55200,41846,60443,1502
Graham Barnett,72965,107251,78036,104452,2191
Aldo Rivera,76568,11707,18109,10313,1239
Marvin Hall,84966,76401,40687,76533,1267
Nathaniel Robertson,74876,42024,18098,39293,923
Marisa Byrd,79717,117806,83933,111909,1652
Jasmine Briggs,81983,26605,74090,26610,1107
Judah Valdez,84426,100138,42138,101280,1818
Luciano Fisher,92888,67240,94603,79138,1938
Chaz Valentine,79436,125762,26249,126106,1480
Oscar Hampton,89991,7468,44703,7606,757
Adriel Lowe,84438,72931,85029,69982,1118
Davis Chaney,84558,42689,87868,42488,1468
Frances Odom,79097,103155,37085,100815,1049
Jaylin Berry,83440,22417,78713,22732,1474
Ahmad Cruz,79189,83933,76252,89262,866
Noemi Velazquez,78925,53187,9361,52808,808
Haley Richardson,70275,105949,16302,103735,975
Patricia Schwartz,69994,13061,16296,15166,510
Julien Vaughan,74985,72128,8782,75432,1015
Jaelynn Ryan,72283,44261,35737,43400,803
Adrienne Reed,77514,101481,69466,102886,963
Peyton Murphy,71388,27333,33402,27075,871
Mara Duran,73740,86365,35054,85866,1256
Joey Craig,78736,60432,72759,60259,934
Jordan Nolan,77130,114399,33832,114089,1130
Aliana Chambers,78742,349,72093,338,1009
Annabella Parker,77004,64940,36006,64235,969
Sandra Rhodes,74835,30735,17306,30970,843
Van Evans,69736,80250,64321,80905,539
Rayan Maldonado,72208,16050,67195,15579,808
Elisha Miles,71015,71875,16325,70418,986
Mariah Bradford,81358,47037,71967,45873,1273
Kenneth Shannon,76160,99025,8483,102576,1089
Tristin Blair,70826,7703,68296,7755,694
Jenna Ayers,75524,66495,69942,68778,1135
Zane Alexander,73017,37383,69472,37916,837
Kamari Francis,73814,91688,66787,91459,1055
Liliana Parrish,120278,35083,49848,42064,1979
Joshua Carson,117726,110343,95239,105295,1508
Phoenix Boyle,71612,50307,66604,49119,1250
Amiyah Davila,79832,114146,69535,123135,1101
Stanley Fields,78880,4445,71049,4967,1003
Zaria Pitts,77509,64934,19033,64355,791
Melvin Hinton,90191,39769,91086,40337,912
Fatima Dodson,109001,148541,120290,149057,2174
August Blackwell,206094,52905,311074,47554,2254
Hallie Benitez,77107,90995,79820,77382,1055
Antoine Burke,78971,51070,72673,52785,1158
Sierra Carlson,81828,114370,73350,113877,1026
Madalyn Baxter,86509,12017,81719,13612,1365
Cedric Elliott,78076,72994,36838,77876,1129
Jaylan Wood,91591,47427,2495,52619,860
Dylan Reyes,78438,98796,37624,99863,871
Ansley Fuentes,80296,27517,74290,27218,1066
Parker Stanton,78139,82212,17059,80543,688
Tatum Rush,80640,56181,38932,56617,808
Leon Barnes,80222,122166,73028,113051,1267
Layton Burnett,83486,2627,74440,2558,1164
Osvaldo Sellers,81742,59502,16881,62806,648
Vance Marshall,79247,31216,34549,30477,648
Braden Benton,77245,88643,69392,87037,1101
Isabel Atkinson,73310,16382,66753,17157,871
Talon Black,73872,75449,69237,71090,791
Jonas Golden,75174,46429,33683,45959,889
Gilberto Dominguez,70986,97924,65216,97884,1198
German Snyder,73700,9258,16996,10967,590
Damian Khan,80979,70722,76877,69363,1026
Barbara Hurst,73493,39127,34566,37349,872
Jude Murillo,78208,96312,71084,96065,1066
Crystal Dawson,85201,24654,70005,24310,1015
Aleena Orr,78988,84071,35364,83222,1135
Giuliana Reeves,72013,51586,17834,52516,1187
Phillip Farmer,72225,103408,64820,103391,969
Maggie Munoz,74921,6355,36373,6074,998
Leonidas Leon,74245,65043,68296,63254,946
Siena Keith,73011,34871,33758,34085,762
Walter Hart,71256,87593,65365,84908,717
Ty Porter,76900,20099,18666,20610,757
Reese Huffman,72833,74480,34085,73487,1009
Amari Hayden,81598,53014,75329,53330,1313
Skyler Pennington,74256,103224,17621,109907,912
Janiyah Sanders,82310,17099,19796,14283,1153
Uriah Krueger,76499,72185,70728,69415,2432
Alessandra Santiago,83216,44496,11122,44903,1049
Anastasia Browning,79350,103798,73614,105421,1198
Marianna Baker,78191,28440,69386,28251,1158
Jonah Holder,78329,90490,70665,85671,1067
Gerald Ramos,71801,57615,33706,54839,705
Kendrick Zavala,83285,120640,401,126761,1078
Karson Shah,75879,1829,35083,1824,797
Destiney Hull,80979,64912,73596,61430,1181
Dale Welch,72243,29174,4049,29295,958
Fernanda Ewing,73820,85080,71835,88912,1124
Shane Hickman,72432,15436,65462,15860,717
Jadyn Martin,81570,77835,37188,76728,963
Natalya Crane,78283,45024,77549,46297,958
Janessa Howard,82585,112311,74290,109385,1606
Zaniyah Eaton,78294,8610,72489,11059,803
Larissa Meza,76768,67057,17633,65938,1089
Adalyn Daniel,87312,42941,76843,43687,1044
Mikayla Arnold,78971,95182,75908,97981,740
Paisley Roman,72621,21643,16153,21671,602
Emerson Stuart,79212,81317,4181,81386,935
Carla Lamb,79791,55665,72105,57110,1130
Serena Macdonald,80463,116406,71571,118345,1829
Daniel Roberson,83532,5283,18253,5311,1319
Elianna French,79866,64195,74526,65382,1084
Corey Schroeder,81673,34205,9000,34417,1136
Tyrone Perkins,84117,100247,51087,100259,1055
Kinsley Greene,84186,21666,82143,20386,1565
Nelson Quinn,79505,75248,36505,77308,1055
Regina Travis,84576,52544,9883,52911,1072
Michael Henson,81799,116556,73436,111467,803
Anne Grant,86830,13199,76373,13491,1239
Nicolas Brewer,73711,65044,67791,69277,940
Jace Grimes,87272,44783,42110,48351,1118
Allisson Franklin,84805,113618,83164,107245,1428
Laney Davis,82235,28801,36976,27264,917
Nadia Pruitt,75271,79367,17013,79935,608
Felipe Lam,76310,59910,76344,57776,912
Camryn Walls,77205,111978,4388,113165,1221
Jamarcus Ramsey,79212,3642,71566,3682,745
Jazlynn Costa,86056,64367,72656,65388,1353
Chaim Henderson,76493,33115,69179,32283,980
Darren Woodward,76493,87622,2133,88098,1784
Janet Gilbert,77985,17862,70034,18069,774
Brennen Peters,79017,75518,36098,72862,1233
Ali Castro,89784,54076,74841,49957,1003
Kylie Combs,81880,106121,69334,103115,1170
Brynlee Nicholson,79396,10721,18270,11008,1485
Alisson Clayton,85734,72191,40073,73895,1032
Roger Edwards,81415,40194,77835,40446,854
Eugene Cisneros,97838,115620,103672,119166,1210
Trenton Bird,86732,27132,80015,25767,923
Cade Shaffer,83979,86601,10239,88585,1078
Declan Cameron,83216,57426,76533,55143,1261
Bradley Ortiz,95251,130300,39431,127707,1382
Lorelai Singleton,85046,7015,4250,7692,1388
Katherine Monroe,85321,71480,92044,71830,1514
Anika Erickson,90060,38657,79052,38955,1221
Kadence Chung,82608,93977,72489,95446,1061
Reginald Klein,78696,21413,69742,22635,1095
Cooper Garza,78707,74698,69518,76407,1038
Myles Riggs,81570,53146,17817,51730,774
Oliver Simmons,73860,103689,8398,102054,871
Salma Lucas,83440,19847,37785,14031,1078
Patience Dunn,77726,68376,72782,68887,762
Guillermo Carpenter,74961,41943,67803,41496,883
Cynthia Roth,79350,101113,17925,97999,1101
Carina Mckenzie,82654,28337,36712,27889,1147
Nancy Hatfield,76356,81329,70344,81771,711
Caylee Chapman,78805,57024,70682,58693,1175
Brooklyn Tanner,93169,141101,20622,148696,1852
Tucker Kane,84352,659,86492,688,843
Isai Farley,84329,64028,74709,61757,791
Joel Reese,83767,30614,40980,31360,1141
Olivia Frye,80899,90410,73011,84725,1158
Abraham Dudley,87971,16537,80835,15654,1078
Rolando Rubio,87742,75266,37240,77107,923
Yaritza Lee,85121,43550,37664,44605,997
Krista Castaneda,96760,109219,86864,111835,1370
Jaidyn Cobb,86038,8197,74640,8122,1221
Keon Bradshaw,98601,78570,88574,89451,1502
Raiden Strong,85367,38444,36637,36695,1267
Josue Nelson,88505,111227,85436,103609,1336
Adan Mclaughlin,87375,28130,40377,28199,1009
Johnathon Finley,86687,81799,81449,84398,1009
Madison Cummings,83319,52355,71893,52338,1130
Chase Cook,80732,109529,36844,107699,1330
Shaun Mcgee,82172,4227,36936,4600,757
Teresa Gallegos,76097,61034,68101,60150,814
Darwin Stokes,76860,32014,8673,33752,1089
Alfredo Duarte,83233,89755,74204,87581,1061
Eve Richard,95062,21941,20478,26042,1342
Sidney Brock,88585,78363,75283,77290,1009
Bronson Myers,82092,47255,39460,46286,1118
Gwendolyn Mathis,78139,101767,69896,102628,1221
Carly Davies,78690,11277,73585,11025,1078
Maximus Barrett,80646,68284,72897,68468,1164
Shyann Little,78421,40096,67137,38634,814
Abigayle Faulkner,81650,92733,70195,93604,803
Rowan Kerr,80990,25193,35783,25417,860
Elena Brennan,77032,78725,69254,80187,745
Bobby Webster,78380,53743,2242,55384,843
Mckenzie Hunt,80164,109764,36649,108565,1353
Damien Melendez,77187,2202,38152,2386,969
Lainey Kirk,78765,60678,70086,59244,940
Naomi Sloan,78329,30603,8747,29410,665
Sabrina Sutton,80147,87782,4285,82775,906
Brooke Burgess,76470,15654,68141,16692,1457
Sharon Ingram,80233,71852,35742,73935,739
Jackson King,84897,49756,72902,47267,843
Devyn Dennis,80009,98297,69764,99398,969
Brodie Spence,75897,9063,18465,8965,969
Kendall Perry,84294,67545,38008,68824,1153
Ana Mathews,89165,41800,40549,42098,1325
Thomas Ballard,78380,90192,69742,92079,843
Ashly Jimenez,84226,25377,36792,25325,877
Luka Li,78180,77531,35697,75753,1399
Austin Hahn,85597,54764,71113,56118,912
Mariyah Hoffman,83537,109075,37400,110607,1371
Josie Zuniga,61160,6700,143,6241,854
Isabelle Moody,77377,62038,36276,61183,671
Easton Lin,81593,33895,72059,34176,889
Ivan Valencia,82878,86015,4744,87908,1101
Troy Reid,80985,20151,9063,21843,688
Alejandro Hicks,104842,90226,81358,84604,1531
Raphael Houston,79453,48460,69604,50731,940
Franco Morrow,85080,106993,38117,103075,1066
Dean Gonzalez,106190,19738,96467,15126,1933
Andrew Mueller,106150,87163,48448,99622,1514
Carlos Montgomery,96582,45666,43263,45202,1382
Jonathon Herring,86124,104274,75180,98469,1130
Zachariah Bernard,80606,26243,70057,26673,625
Kaiya Jensen,86319,84616,39293,85178,1462
Trevor Weber,79493,54202,9264,55883,711
Dana Joseph,85080,114232,73677,119974,1244
Moriah Booth,242468,2334,152224,2753,1548
Randall Goodwin,97195,69231,85436,65749,1187
Chanel Reynolds,106695,56944,22945,37796,1193
Meghan Guzman,101807,115827,51988,112500,911
Noah Charles,104458,18373,96180,18069,1147
Litzy Hale,102542,85247,46877,87289,1600
Charlize Price,91677,50697,40922,49263,1428
Lauryn Massey,85878,100442,72673,99771,1330
Clarence Crosby,92474,8965,75965,8730,1204
Jaydon Robbins,87060,70051,9619,67631,797
Sarah Mccarthy,83262,37871,73212,37521,957
Tobias Morris,76900,88545,35582,86538,871
Annie Randall,90909,24046,39723,24293,1061
Kennedy Maynard,87174,80824,72856,80394,1330
Zariah Mays,78725,50657,69197,51397,946
Kenna Rios,89010,111204,38570,113292,1353
Hudson Boone,81662,4847,67436,4818,659
Jacquelyn Hardin,87059,67263,75105,63971,820
Beckett Jennings,84214,35892,72145,33488,900
Zayden Rocha,79235,86147,19566,86549,694
Evelin Cox,77560,18103,67080,18344,797
Harley Spears,83015,75587,18476,73304,1061
Camren Terry,80566,48517,4502,48379,917
Gianna Johnston,78920,98974,69868,100247,877
Cailyn Colon,81753,11897,70091,12344,992
Maddison Mullen,87547,69610,38788,71090,1290
Athena Whitney,88499,43504,1204,42299,757
Jovanni Cross,88241,98303,74290,100259,1032
Jaylen Luna,86973,27436,18820,28050,728
Jagger Frazier,85488,84782,37934,82229,814
Caitlin Chavez,84616,55665,77273,58728,1049
Selina Douglas,82138,106138,70464,111427,923
Ruby Carr,80537,3229,68376,3218,671
Gordon Newton,82763,58848,17926,58028,1078
Shamar Melton,81128,31543,69047,31142,860
Alberto Kemp,88941,92664,75472,90432,1066
Yareli Dickson,77962,16669,68485,16985,826
Landen Buck,82924,71497,70522,71405,963
Giada Mccoy,80572,44525,18402,44370,699
Alyvia Lutz,94849,131304,82717,116424,1422
Adyson Ray,87283,9338,38198,9183,849
Dayton York,84403,67372,676,67281,969
Yasmin Pena,80193,37693,35983,37618,860
Lance Downs,83245,92016,37257,93381,1221
Luciana Glenn,81627,24706,70338,25010,1548
Jayla Daniels,89176,84363,75885,81994,1026
Hanna Davenport,83090,51362,70206,51953,837
Lexie Zhang,76872,108387,281,107767,1112
Jefferson Shepard,85126,6889,9872,8403,1112
Tyson Bridges,82103,61539,69483,60913,814
Arjun Medina,86274,36838,38634,40544,694
Joseph Espinoza,86652,91608,76052,92549,883
Tatiana Moss,81920,20748,70711,20742,1021
Riley Gill,83130,74956,69765,74084,659
Keagan Conrad,84243,49217,70625,49085,1250
John Ortega,89377,107194,38175,107768,946
Valery Bartlett,77790,13067,67413,13038,544
Joanna Cooper,86532,70831,74428,69747,923
Skylar Carrillo,82407,43595,69386,42322,860
Ray Harrington,81318,94339,72088,94540,940
Matthew Keller,91327,29111,19451,29243,1141
Maia Hopkins,86813,85000,38071,83836,1066
Gilbert Stephenson,83893,55923,9189,54885,1084
Jarrett May,87656,114835,74221,118167,1026
Yaretzi Ware,83692,1061,20019,1055,952
Kathryn Barron,93845,65806,93381,65657,1336
Rudy Richards,84558,29128,9057,28767,785
Russell Carter,81966,83560,72575,85373,791
Isaias Pratt,81030,14656,39024,14501,676
Aliyah Donaldson,89440,76378,75702,74382,929
Winston Kaufman,84220,43010,73459,44680,785
Tia Williamson,84570,100666,1267,95383,717
Erick Church,80084,7560,69466,7566,774
Madalynn Diaz,94327,67992,40578,69237,1439
Mylie Cooke,86463,38203,75461,40630,1158
Cullen Hess,85241,88981,76120,88591,1026
Diego Blackburn,82711,21562,69983,22342,780
Pierre Beck,80405,72833,68376,73872,992
Johanna Petersen,95572,54810,79183,55057,1124
Clay Cain,86864,106362,72552,104957,992
Brendon Graves,83715,4170,70619,4233,935
Leandro Obrien,84168,60070,18539,60110,820
Harper Mclean,83807,31349,36655,32421,722
Jacey Schneider,89274,88775,10807,92715,837
Kayden Aguirre,91586,18958,73269,19165,946
Hillary Avila,82683,70499,68973,69839,722
Alonzo Harmon,91953,53806,40894,50852,1101
Milton Mckinney,86199,103213,38610,103546,803
Meredith Mooney,90914,11512,75696,13118,711
Ainsley Mercer,93106,72185,75839,69472,1055
Kyan Koch,83004,39987,18924,40372,894
Julianne Ayala,89515,96983,76137,99719,1101
Addison Wheeler,87100,25744,2713,26742,774
Maliyah Castillo,93668,85264,79998,83342,1629
Braelyn Solis,88924,55441,19532,55246,1221
Ayla Manning,97672,127581,42242,124019,975
Angelica Allen,100775,2334,87794,3034,1313
Tristian Bautista,83451,59806,70516,58389,699
Xavier Romero,94339,34503,20673,32914,785
Finn Kramer,88660,83732,37630,87134,1147
Erik Wu,91798,18373,481,19199,963
Preston Mercado,81983,68239,36700,68950,866
Waylon Hendricks,86061,45867,72220,44467,843
Lilliana Payne,90880,106391,40154,103167,1261
Rylan Cherry,85849,10503,75254,10009,1089
Derrick Park,95050,73573,43274,68416,1336
Logan Beasley,85012,38169,38381,38737,889
Gina Martinez,91436,97431,19503,94322,1233
Rigoberto Henry,85752,23719,37658,23673,780
Paige Gardner,84828,75575,72168,76694,751
Jayleen Bowman,98693,59462,85247,61361,1003
Cannon Gomez,91052,112357,76923,107917,1434
Martha Mcgrath,96232,6602,79671,6665,1348
Brooks Stout,86807,63414,19537,63799,1405
Rayne Leonard,86400,35152,73367,34572,935
Jaron Cooley,92268,91717,76516,92354,1112
Alia Lane,91184,21889,76533,21643,935
Kristina Valenzuela,88407,74285,9797,75621,900
Lana Armstrong,88149,48712,72776,48253,745
Paxton Matthews,84071,101681,37286,104005,1044
Kendra Durham,93404,19136,81702,13881,986
Nathanial Sosa,86796,66690,19233,69414,1090
Alan Aguilar,94218,42442,81495,42104,1078
Maximilian Hardy,92216,97781,39752,102134,1112
Luca Campos,86228,27356,37951,27304,935
Ricky Clay,87008,79872,73562,79688,906
Cristofer Braun,90966,55923,73246,56978,917
River Bray,84094,109408,73430,109007,780
Celia Holland,87077,1342,73390,1319,1032
Lincoln Soto,84857,57254,18677,57976,992
Brett Maddox,88453,30861,42523,31681,1176
Alden Molina,93914,87886,19922,86979,1170
Desirae Horne,87639,17467,75541,15642,1107
Madelynn Estrada,93054,75042,77916,74153,1324
Marquis Oliver,88465,45821,38989,46756,803
Evangeline Kelley,88201,99186,73155,98526,912
Deven Cordova,85442,8438,70631,8644,963
Trinity Weiss,86893,65038,9545,66879,659
Genesis Acevedo,96369,37945,79671,41588,940
Hannah Knight,94385,90725,41605,91855,1170
Jaeden Whitaker,91981,23186,4841,23283,894
Erin Calhoun,86004,76952,74319,74703,935
Zachary Short,88780,58682,39201,50508,808
Charity Dillon,90564,111674,76069,105014,952
Turner Duncan,86497,5552,37240,5294,814
Kendrick Castaneda,88350,65084,75225,62651,889
Raymond Vincent,88843,33591,5013,33884,791
Oscar Golden,84949,83560,71956,84868,699
Sonny Sosa,93237,19646,39999,19887,705
Jace Preston,97574,78621,45569,84650,1239
Denisse Shaw,89331,48202,73028,48661,1285
Vaughn Ware,85023,97987,9447,96427,762
Allyson Barrett,109299,12568,93054,12734,1669
Dawson Bradley,92113,67665,75082,70539,1210
Hayden Mosley,89555,39660,37544,39614,1170
Mayra Beltran,94580,99393,77210,97832,1692
Scott Benitez,87685,26685,73849,26450,1072
Yael Madden,83199,76401,37905,75925,774
Franklin Simpson,86755,55206,9539,53617,1038
Manuel Estes,95727,114955,78340,113137,1611
Savannah Allen,86107,3785,71985,4279,803
Justine Bruce,92308,61883,76378,63673,1141
Eve Harmon,86360,31297,71600,31188,849
Stephanie Norris,92738,87054,40968,84903,1141
Antoine Watts,104853,19767,25549,19325,1543
Yandel Browning,120869,89360,104280,114651,1852
Bridger Snyder,135996,55911,25251,54104,2019
Melody Montgomery,94884,112202,92021,113487,1141
Christina Martin,100689,14684,41444,11363,1508
Camille Blanchard,94150,68893,81358,70659,1583
Rory Klein,100804,47548,84025,43842,940
Izabella Park,133805,161305,69317,170764,1847
Deangelo Hester,120789,29519,111926,39626,2334
Dante Holloway,123307,111662,64998,97976,1623
Nathanial Marshall,134344,65990,56147,82040,1617
Lindsey Mccarty,96123,125458,84444,115976,1646
Rhianna Gamble,100689,7658,83704,7537,1330
Bailey Lawrence,119842,68640,47353,67166,1216
Ryker Griffith,92738,37119,100207,37905,1089
David Marquez,92939,91545,41398,96782,1348
Daniel Krause,91844,20885,76258,21207,1284
Carson Vaughan,93312,75174,5134,75971,992
Emily Joyce,91149,49177,75656,49452,843
Marcus Rivas,94161,108708,20415,107911,1411
Curtis Collins,94855,14598,76614,14271,1244
Alisha Reese,96209,74273,41599,74256,1089
Milo Navarro,102502,46699,20897,47444,1273
Martin Austin,99077,99909,79401,104590,1611
Amaris Weber,99123,28979,5231,29622,1388
Jaylee Burns,96547,86004,84822,86784,969
Ivy Ingram,85471,56973,71939,56319,912
Gunner Pugh,86767,107194,19279,107745,1118
Tia Lowe,275,315,37739,332,671
Terrell Scott,401,64200,20398,63598,1026
Darrell Blake,435,28480,86733,28698,1147
Yaretzi Macdonald,424,78759,37807,79792,923
Allen Erickson,676,15379,93507,16222,1187
Juliet Maldonado,585,72053,42058,71606,957
Johanna Mcgrath,1990,49940,31538,54144,1365
Willie Bright,740,116011,112225,120548,1066
Karen Schroeder,820,8443,26163,10405,1089
Keely Gates,935,86365,129428,88190,1640
Cassie Woodard,1439,45804,3344,46808,1548
Annabelle Reilly,1061,128137,68044,119269,1359
Andrea Carney,1239,38806,133828,27121,1778
Karlie Lozano,1101,97305,63558,100322,1399
Jamie Lester,1256,56950,108869,57586,975
Norah Baxter,1221,137768,112225,137327,1135
Armani Bonilla,1290,4491,98779,4353,1405
Tatiana Banks,1365,71887,116131,71262,1365
Kieran Hess,1285,37744,63082,36947,1244
Markus Charles,1525,109219,113544,106299,1801
Aliana Bradshaw,1680,23593,103792,23071,1434
Saniyah Sutton,1445,90191,13354,85069,894
Marley Warner,2191,57265,14857,59049,1583
Bailee Livingston,1847,145524,132525,149580,1462
Stanley Jarvis,1847,11094,102238,12591,1021
Adeline Trevino,2076,75535,52384,76235,1405
Nehemiah Villanueva,1852,38966,11180,38559,917
Nathen Wilkerson,2587,101068,5191,98337,957
Aracely Bauer,1938,28538,92595,26048,923
Magdalena Kaufman,2002,82161,43498,81381,1072
Trey Reid,1881,54816,40899,52808,699
Aliyah May,2225,118426,86302,117043,1026
Garrett Sheppard,2133,1927,22836,1973,705
Ansley Petty,2214,71027,44387,67998,946
Malcolm Harper,2363,30895,88253,31119,1325
Brianna Romero,2099,83400,10038,82361,1187
Nathaniel Palmer,2277,15981,43595,15740,780
Joseph Kelly,2460,81151,93260,75409,969
Zaniyah Hatfield,2420,46372,45661,47789,1009
Lukas Chandler,2449,108703,89411,106431,1411
Paityn Everett,2529,8805,78381,8759,699
Reynaldo Stafford,2403,67166,20564,66770,1336
Jaeden Curry,2627,39534,87255,38817,906
Carina Bartlett,2873,104526,92257,97890,1439
Shamar Moran,2575,22463,19773,22406,814
Brooklyn Davila,2782,80870,84891,77635,1290
Harper Long,2816,50295,74904,52320,780
Dakota Horne,2839,109781,89239,108966,1462
Quentin Miranda,2810,5283,74962,5397,751
Maria Crane,3447,73877,83939,67212,1284
Rocco Keller,3011,33890,78696,36264,688
Kathy Bowman,3298,92343,80279,90404,1239
Shaylee Richards,3097,20231,45454,19577,1003
Jaycee Lyons,3441,85241,96192,82298,1221
Kamari Rowland,3631,56393,25773,52567,1170
Isabella Garcia,4514,127294,95962,114353,963
Wade Krueger,3166,12086,40813,14966,1015
Kelvin Yoder,4451,86056,1365,87163,1456
Kelsie Glover,4692,45672,107940,49515,1112
Derrick Wiley,3023,105725,2764,107429,1256
Madison Armstrong,3889,28744,108771,28142,1296
Johnathon Lucero,5219,149493,46458,161637,1525
Dereon Leach,4439,82178,46538,103282,1502
Shawn Hardin,6063,203415,159389,212639,1812
Landen Lara,4325,1451,132307,1353,1600
Luciano Henderson,3946,64556,96358,64298,1422
Maggie Price,5139,44571,81254,79556,1623
Eva Whitney,4474,126715,4003,129600,2661
Ernesto Horton,5220,22188,97345,49750,1806
Nola Marsh,4698,97236,125189,91775,1015
Sharon Hays,6573,71285,152029,94649,1342
Aubrey Jones,5334,144721,113877,128808,1520
Lydia Stuart,5828,10577,23478,10962,1732
Savion Gross,4944,93932,135910,85935,1038
Alexia Ford,6814,84788,278337,87134,17507
Gabrielle Rocha,4571,147142,30075,123261,1147
Iris Hoover,5151,24115,121885,26169,1198
Kaitlynn Waller,5237,130443,7503,141985,1892
Reina Rice,5524,77933,110550,81484,1566
Quinton Clarke,4589,126692,97110,116160,1095
Titus Walter,6097,5529,6378,5569,1043
Miles Sparks,4847,71130,49578,69833,722
Kathryn Vazquez,5346,38490,27585,36437,1445
Kane Cook,5684,132136,130581,125929,1422
Stella Kirk,4830,22325,46739,19331,1135
Charlee Knight,5306,101641,119068,109150,1325
Brooklynn Brennan,5392,58309,95062,73006,1445
Danika Blevins,5294,132032,115282,128034,1370
Kylee Hudson,5214,12350,47141,12149,1043
Edith Ballard,5598,83532,101796,87203,1141
Adyson Gillespie,5535,45133,91855,44215,957
Lance Montes,5633,124185,27620,118873,1147
Nigel Jacobson,5409,28744,99112,27081,820
Kennedi Richard,5283,81002,11581,81082,1118
Caleb Pope,5478,63609,26277,65657,1015
Helen Caldwell,5908,138325,99318,179460,1084
Ashtyn Reed,5839,4032,22503,3820,774
Tristen Hansen,6269,83090,58848,104980,849
Marley Turner,5959,32295,11311,31733,1118
Aron Rosario,6005,101882,12178,102324,843
Julian Hanson,5816,17960,102261,18413,1129
Aryanna Orozco,6309,81140,49085,80130,774
Kadence Wang,6671,54678,23237,56015,1038
Kailee Bishop,6728,123846,105697,125539,1566
Leia Zimmerman,200,11753,304,11828,998
Monique Medina,6395,76895,55969,77520,630
Uriel Frazier,24350,41312,94471,40372,711
Jeffrey Hurst,9063,141623,115592,121569,1497
Sydney Richardson,6223,24597,80273,23851,745
Alannah Sharp,7795,110010,62101,130965,1485
Haylie Durham,6401,53502,88574,54592,912
William Lynn,6241,119751,110200,118167,946
Phoebe Mcmillan,6619,23547,53273,6889,1090
Jayden Ho,6940,113842,107750,80245,1078
Nikolas Ball,6900,38915,95360,37802,596
Adolfo Lin,7365,109316,118609,98899,768
Nataly Levine,6803,21270,89165,24344,940
Allison Pruitt,7302,84174,47204,85419,1244
Leonel Ward,7835,80778,18476,98463,1497
Emerson Gordon,6929,126663,95779,114083,1130
Aliya Lang,7778,15797,112976,15442,1032
Evie Trujillo,7594,82631,29570,83222,1055
Layne Meyer,7566,48666,59250,48265,1342
Iliana Grimes,7967,120433,108112,115609,1152
Koen Mann,7910,60391,60896,34842,1302
Jonas Gregory,10916,128745,124787,115345,1841
Ashley Pham,10812,80124,119842,77801,1210
Amy Barry,14134,167643,113447,157817,1502
Asia Randolph,8357,917,25038,848,808
Deacon White,10262,121460,10107,114318,1956
Johan Clark,9292,38536,144400,41404,1416
Maya Mata,8742,139134,67671,118586,1835
Iyana Jackson,8156,15883,115150,17077,1118
Ernest Russo,8598,100310,31618,96083,1112
Valentina Villegas,8730,56726,15316,55785,699
Killian Love,9338,147681,141824,154576,1950
Hailey Hanna,8868,11845,101584,8656,1284
Ellis Mack,10078,80296,114227,74726,1284
Savanah Mora,8392,37469,47823,45414,866
Giovanni Kim,8420,100305,101366,104182,1348
Benjamin Wright,10761,23891,3080,24212,843
Jude Mccann,8535,90088,115420,88947,1210
Layla Larson,8736,60770,102054,61992,1273
Maximilian Morton,9126,139346,25469,123588,1284
Cameron Carlson,8535,4537,102989,7319,1055
Alden Burnett,9378,69891,96702,69392,1307
Makenzie Fry,9149,36345,114886,37102,1066
Athena Sandoval,9596,109924,26186,118953,1078
Celia Wilkinson,8220,19629,5265,18310,1044
Mitchell Vaughn,9281,93616,27224,84386,808
Jenny Solomon,9659,51833,59445,56015,1422
Pranav Gentry,8828,111244,97890,113045,1302
Ayanna Edwards,9837,12338,108490,12975,1107
Abbey Fernandez,10176,70132,98113,87082,751
Averi Ritter,9895,61063,13778,45488,980
Emely Galvan,12281,125338,57873,118649,1158
Kaiden Tate,9355,37951,6080,26845,808
Silas Bender,9832,107733,116940,120818,2351
Ayaan Dennis,10027,59101,93771,59387,986
Kristian Hart,10038,126342,49206,126663,1135
Collin Novak,9310,2506,41823,2414,912
Isaias Yates,7468,75765,785,66954,751
Cassius Orr,10824,38479,151220,39064,1428
Raegan Cardenas,21149,95096,88901,87002,843
Simone Cox,14524,17283,97964,17415,946
Jadiel Woodward,9464,76011,2730,74801,762
Mckenna James,10457,53330,57414,51167,1239
Amelie Nicholson,10325,5816,50083,6224,1038
Ally Craig,11702,10904,119969,10640,1307
Caylee Neal,10044,70917,48253,69323,1101
Guillermo Page,9814,38507,44909,37234,1015
Lorelei Mullen,10795,97643,47846,97603,1279
Sawyer Clay,11019,24798,93318,25601,860
Kendal Petersen,11180,96117,28486,92119,1193
Nina Mays,10371,53967,113653,56261,608
